Date,Invoice_No_,Staff,Customer_Name,Phone,Status,Area,Table_No_,Item_Name,Sum_of_Sub_Total,Quantity
2024-10-08,11107,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-08,11108,TD,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-08,11109,TD,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-08,11110,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-08,11111,SM,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-08,11112,TD,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-08,11117,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-08,11118,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-08,11120,SM,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-08,11123,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-08,11125,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-08,11126,SM,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-08,11127,SK,,,Success,Dine in,6,Soda,0.0,1.0
2024-10-08,11127,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-08,11128,SM,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-08,11129,SM,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-08,11129,SM,,,Success,Dine in,20,Bottled Water,0.0,1.0
2024-10-08,11130,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-08,11131,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-08,11132,SK,,,Success,Dine in,10,Bottled Water,0.0,4.0
2024-10-08,11132,SK,,,Success,Dine in,10,Bottled Water,0.0,2.0
2024-10-08,11132,SK,,,Success,Dine in,10,Soda,0.0,1.0
2024-10-08,11133,TD,,,Success,Garden Table,G 2,Soda,0.0,1.0
2024-10-08,11133,TD,,,Success,Garden Table,G 2,Bottled Water,0.0,3.0
2024-10-08,11133,TD,,,Success,Garden Table,G 2,Bottled Water,0.0,5.0
2024-10-08,11135,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-08,11137,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-08,11139,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-08,11140,SK,,,Success,Dine in,30,Bottled Water,0.0,4.0
2024-10-08,11141,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-08,11142,SM,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-08,11143,SM,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-08,11144,SK,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-09,11147,TD,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-09,11148,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-09,11152,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-09,11154,TD,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-09,11155,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-09,11155,MK,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-09,11159,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-09,11160,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-09,11161,MK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-09,11162,MK,,,Success,Dine in,16,Bottled Water,0.0,2.0
2024-10-09,11170,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-09,11171,TD,,,Success,Dine in,16,Bottled Water,0.0,2.0
2024-10-09,11172,TD,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-09,11174,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-09,11175,TD,,,Success,Dine in,2,Bottled Water,0.0,2.0
2024-10-09,11176,TD,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-09,11177,MK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-09,11178,TD,,,Success,Dine in,20,Soda,0.0,1.0
2024-10-09,11178,TD,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-09,11179,MK,,,Success,Dine in,14,Bottled Water,0.0,3.0
2024-10-09,11180,TD,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-09,11181,MK,,,Success,Dine in,10,Bottled Water,0.0,2.0
2024-10-09,11181,MK,,,Success,Dine in,10,Bottled Water,0.0,4.0
2024-10-09,11182,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-09,11183,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,6.0
2024-10-09,11183,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,2.0
2024-10-09,11183,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,1.0
2024-10-09,11184,TD,,,Success,Dine in,20,Bottled Water,0.0,2.0
2024-10-09,11186,MK,,,Success,Personal Dine In Room,PDR 4,Bottled Water,0.0,2.0
2024-10-09,11187,MK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-09,11188,TD,,,Success,Dine in,15,Bottled Water,0.0,3.0
2024-10-09,11189,TD,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-09,11190,MK,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-10,11194,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-10,11195,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-10,11196,SM,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-10,11197,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-10,11201,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-10,11202,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-10,11204,SK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-10,11205,SK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-10,11207,SM,,,Success,Dine in,5,Bottled Water,0.0,2.0
2024-10-10,11207,SM,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-10,11209,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-10,11210,SM,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-10,11214,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,8.0
2024-10-10,11215,SM,,,Success,Dine in,14,Bottled Water,0.0,3.0
2024-10-10,11216,SM,,,Success,Dine in,30,Bottled Water,0.0,3.0
2024-10-10,11216,SM,,,Success,Dine in,30,Soda,0.0,1.0
2024-10-10,11217,SK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-10,11218,SK,,,Success,Dine in,15,CAKE - N.C,0.0,1.0
2024-10-10,11218,SK,,,Success,Dine in,15,Bottled Water,0.0,4.0
2024-10-10,11219,SM,,,Success,Dine in,9,BLUE BERRY CHEESE CAKE,0.0,1.0
2024-10-10,11219,SM,,,Success,Dine in,9,Bottled Water,0.0,5.0
2024-10-10,11219,SM,,,Success,Dine in,9,KULFI RABDI FALOODA,0.0,2.0
2024-10-10,11222,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-10,11223,SM,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-10,11224,SK,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-10,11225,SK,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-10,11227,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-10,11230,SK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-11,11232,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-11,11233,MK,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-11,11234,TD,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-11,11235,TD,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-11,11236,SM,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-11,11237,TD,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-11,11240,TD,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-11,11241,SM,,,Success,Dine in,11,Bottled Water,0.0,2.0
2024-10-11,11242,SM,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-11,11243,SM,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-11,11245,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-11,11246,TD,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-11,11247,TD,,,Success,Dine in,20,Bottled Water,0.0,2.0
2024-10-11,11248,SM,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-11,11257,SM,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-11,11258,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-11,11260,TD,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-11,11261,SK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-11,11262,SM,,,Success,Dine in,14,Bottled Water,0.0,3.0
2024-10-11,11263,SM,,,Success,Garden Table,G 4,Bottled Water,0.0,4.0
2024-10-11,11266,SM,,,Success,Garden Table,G 2,Bottled Water,0.0,3.0
2024-10-11,11269,TD,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-11,11270,SK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-11,11270,SK,,,Success,Dine in,15,CAKE - N.C,0.0,1.0
2024-10-11,11272,SK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-11,11272,SK,,,Success,Dine in,1,Soda,0.0,1.0
2024-10-11,11274,TD,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-11,11274,TD,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-11,11275,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-11,11276,SM,,,Success,Garden Table,G 1,Bottled Water,0.0,2.0
2024-10-11,11277,SK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-11,11279,SK,,,Success,Dine in,30,Bottled Water,0.0,1.0
2024-10-11,11281,TD,,,Success,Dine in,11,Bottled Water,0.0,2.0
2024-10-11,11281,TD,,,Success,Dine in,11,Soda,0.0,1.0
2024-10-11,11282,SK,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-11,11283,TD,,,Success,Dine in,14,Bottled Water,0.0,3.0
2024-10-11,11283,TD,,,Success,Dine in,14,CAKE - N.C,0.0,1.0
2024-10-11,11285,TD,,,Success,Dine in,9,Bottled Water,0.0,4.0
2024-10-11,11286,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-11,11287,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-11,11288,SK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-11,11294,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-11,11297,TD,,,Success,Dine in,30,Bottled Water,0.0,2.0
2024-10-11,11298,SK,,,Success,Dine in,3,Soda,0.0,1.0
2024-10-11,11298,SK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-11,11300,TB,,,Success,PARTY,CRS 1,Bottled Water,0.0,5.0
2024-10-11,11301,SM,,,Success,Garden Table,G 3,Bottled Water,0.0,5.0
2024-10-11,11302,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-11,11303,SK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-11,11304,SK,,,Success,Dine in,20,CAKE - N.C,0.0,1.0
2024-10-11,11304,SK,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-11,11305,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-11,11306,TD,,,Success,Dine in,14,Bottled Water,0.0,1.0
2024-10-11,11307,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-11,11308,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-11,11309,SK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-12,11312,MK,,,Success,Garden Table,G 4,Bottled Water,0.0,5.0
2024-10-12,11312,MK,,,Success,Garden Table,G 4,Bottled Water,0.0,1.0
2024-10-12,11314,MK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-12,11316,SM,,,Success,Garden Table,G 5,Bottled Water,0.0,2.0
2024-10-12,11317,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-12,11318,MK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-12,11319,MK,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-12,11324,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-12,11325,TD,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-12,11325,TD,,,Success,Dine in,14,Bottled Water,0.0,4.0
2024-10-12,11326,TD,,,Success,Dine in,10,Bottled Water,0.0,5.0
2024-10-12,11327,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-12,11328,TD,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-12,11329,MK,,,Success,Dine in,15,Bottled Water,0.0,4.0
2024-10-12,11329,MK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-12,11330,TD,,,Success,Dine in,30,Bottled Water,0.0,3.0
2024-10-12,11331,MK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-12,11332,MK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-12,11333,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-12,11334,SM,,,Success,Garden Table,G 2,Bottled Water,0.0,6.0
2024-10-12,11336,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-12,11337,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-12,11338,TD,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-12,11339,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-12,11340,TD,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-12,11341,TD,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-12,11356,UU,,,Success,Dine in,B 1,Bottled Water,0.0,1.0
2024-10-12,11358,SK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-12,11358,SK,,,Success,Dine in,12,Bottled Water,0.0,3.0
2024-10-12,11366,SK,,,Success,Dine in,7,Soda,0.0,1.0
2024-10-12,11366,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-12,11368,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-12,11369,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-12,11369,SK,,,Success,Dine in,6,Soda,0.0,1.0
2024-10-12,11370,TD,,,Success,Garden Table,G 4,Soda,0.0,1.0
2024-10-12,11370,TD,,,Success,Garden Table,G 4,Bottled Water,0.0,3.0
2024-10-12,11371,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-12,11372,SK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-12,11373,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-12,11374,MK,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-12,11375,SK,,,Success,Dine in,30,Bottled Water,0.0,1.0
2024-10-12,11375,SK,,,Success,Dine in,30,Bottled Water,0.0,6.0
2024-10-12,11376,MK,,,Success,Dine in,1,Bottled Water,0.0,2.0
2024-10-12,11377,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-12,11378,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-12,11379,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-12,11380,MK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-12,11381,SK,,,Success,Dine in,11,Bottled Water,0.0,2.0
2024-10-12,11383,TD,,,Success,Garden Table,G 1,Bottled Water,0.0,2.0
2024-10-12,11383,TD,,,Success,Garden Table,G 1,Soda,0.0,1.0
2024-10-12,11384,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-12,11385,MK,,,Success,Dine in,21,Soda,0.0,1.0
2024-10-12,11385,MK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-12,11386,TD,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-12,11386,TD,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-12,11387,MK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-12,11388,SK,,,Success,Dine in,10,Bottled Water,0.0,2.0
2024-10-12,11388,SK,,,Success,Dine in,10,Bottled Water,0.0,5.0
2024-10-12,11390,SK,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-12,11391,TD,,,Success,Garden Table,G 2,Bottled Water,0.0,5.0
2024-10-12,11391,TD,,,Success,Garden Table,G 2,Bottled Water,0.0,1.0
2024-10-12,11392,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-12,11393,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-12,11395,MK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-12,11395,MK,,,Success,Dine in,1,Soda,0.0,1.0
2024-10-12,11397,MK,,,Success,Dine in,15,Bottled Water,0.0,3.0
2024-10-12,11398,MK,,,Success,Dine in,3,Soda,0.0,1.0
2024-10-12,11398,MK,,,Success,Dine in,3,Bottled Water,0.0,3.0
2024-10-12,11398,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-12,11399,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-12,11400,TD,,,Success,Garden Table,G 5,Bottled Water,0.0,2.0
2024-10-12,11401,SK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-12,11402,TD,,,Success,Garden Table,G 4,Bottled Water,0.0,2.0
2024-10-12,11403,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-12,11404,MK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-12,11405,MK,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-12,11405,MK,,,Success,Dine in,20,Soda,0.0,2.0
2024-10-12,11405,MK,,,Success,Dine in,20,Soda,0.0,1.0
2024-10-12,11406,SK,,,Success,Dine in,30,Bottled Water,0.0,2.0
2024-10-12,11406,SK,,,Success,Dine in,30,KULFI RABDI FALOODA,0.0,1.0
2024-10-12,11406,SK,,,Success,Dine in,30,BROWNIE SUNDAE,0.0,1.0
2024-10-12,11407,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-12,11408,MK,,,Success,Dine in,2,Soda,0.0,1.0
2024-10-12,11409,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-12,11410,MK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-12,11412,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-12,11413,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-13,11423,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-13,11424,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,2.0
2024-10-13,11425,TD,,,Success,Dine in,15,Bottled Water,0.0,3.0
2024-10-13,11425,TD,,,Success,Dine in,15,CAKE - N.C,0.0,1.0
2024-10-13,11426,MK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-13,11427,TD,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-13,11428,MK,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-13,11428,MK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-13,11429,TD,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-13,11430,TD,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-13,11431,TD,,,Success,Dine in,1,Bottled Water,0.0,2.0
2024-10-13,11432,TD,,,Success,Dine in,16,Bottled Water,0.0,2.0
2024-10-13,11433,MK,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-13,11434,MK,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-13,11434,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-13,11435,SK,,,Success,Garden Table,G 4,Bottled Water,0.0,1.0
2024-10-13,11435,SK,,,Success,Garden Table,G 4,Bottled Water,0.0,4.0
2024-10-13,11437,SK,,,Success,Garden Table,G 1,Bottled Water,0.0,2.0
2024-10-13,11439,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,3.0
2024-10-13,11440,TD,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-13,11441,MK,,,Success,Dine in,30,Bottled Water,0.0,2.0
2024-10-13,11442,SK,,,Success,Personal Dine In Room,PDR 4,Bottled Water,0.0,4.0
2024-10-13,11443,MK,,,Success,Dine in,10,Bottled Water,0.0,4.0
2024-10-13,11443,MK,,,Success,Dine in,10,Bottled Water,0.0,3.0
2024-10-13,11443,MK,,,Success,Dine in,10,Bottled Water,0.0,8.0
2024-10-13,11445,TD,,,Success,Dine in,21,Bottled Water,0.0,2.0
2024-10-13,11446,SK,,,Success,Garden Table,G 3,Bottled Water,0.0,2.0
2024-10-13,11446,SK,,,Success,Garden Table,G 3,MALAI KULFI,0.0,1.0
2024-10-13,11448,TB,,,Success,PARTY,CRS 1,Bottled Water,0.0,5.0
2024-10-13,11449,MK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-13,11450,TD,,,Success,Dine in,20,Bottled Water,0.0,1.0
2024-10-13,11451,TD,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-13,11472,TD,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-13,11475,SK,,,Success,Garden Table,G 4,Bottled Water,0.0,3.0
2024-10-13,11476,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-13,11477,SK,,,Success,Garden Table,G 5,Bottled Water,0.0,2.0
2024-10-13,11480,TD,,,Success,Dine in,1,Bottled Water,0.0,2.0
2024-10-13,11482,MK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-13,11484,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-13,11485,TD,,,Success,Dine in,2,Bottled Water,0.0,2.0
2024-10-13,11486,TD,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-13,11489,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-13,11491,MK,,,Success,Dine in,11,Bottled Water,0.0,3.0
2024-10-13,11491,MK,,,Success,Dine in,11,Bottled Water,0.0,2.0
2024-10-13,11493,TD,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-13,11493,TD,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-13,11494,TD,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-13,11495,TD,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-13,11497,TD,,,Success,Dine in,1,Bottled Water,0.0,2.0
2024-10-13,11498,SK,,,Success,Garden Table,G 1,Bottled Water,0.0,2.0
2024-10-13,11499,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-13,11499,TD,,,Success,Dine in,16,GAJAR HALWA,0.0,0.5
2024-10-13,11499,TD,,,Success,Dine in,16,MALAI KULFI,0.0,1.0
2024-10-13,11500,MK,,,Success,Dine in,9,Bottled Water,0.0,2.0
2024-10-13,11500,MK,,,Success,Dine in,9,Soda,0.0,1.0
2024-10-13,11501,TD,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-13,11501,TD,,,Success,Dine in,20,Soda,0.0,1.0
2024-10-13,11501,TD,,,Success,Dine in,20,Bottled Water,0.0,5.0
2024-10-13,11503,MK,,,Success,Dine in,10,Bottled Water,0.0,1.0
2024-10-13,11504,MK,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-13,11504,MK,,,Success,Dine in,14,Bottled Water,0.0,3.0
2024-10-13,11506,MK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-13,11507,SK,,,Success,Garden Table,G 2,Soda,0.0,1.0
2024-10-13,11507,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,4.0
2024-10-13,11507,SK,,,Success,Garden Table,G 2,Bottled Water,0.0,3.0
2024-10-13,11509,MK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-13,11511,MK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-13,11512,TD,,,Success,Dine in,1,Bottled Water,0.0,2.0
2024-10-13,11514,UU,,,Success,Dine in,22,Soda,0.0,1.0
2024-10-13,11515,SK,,,Success,Garden Table,G 4,Bottled Water,0.0,1.0
2024-10-13,11516,TD,,,Success,Dine in,2,Bottled Water,0.0,2.0
2024-10-13,11518,MK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-13,11519,MK,,,Success,Personal Dine In Room,PDR 1,Bottled Water,0.0,6.0
2024-10-13,11519,MK,,,Success,Personal Dine In Room,PDR 1,Bottled Water,0.0,8.0
2024-10-13,11520,MK,,,Success,Dine in,9,Bottled Water,0.0,1.0
2024-10-13,11520,MK,,,Success,Dine in,9,Soda,0.0,1.0
2024-10-13,11521,MK,,,Success,Dine in,30,Bottled Water,0.0,3.0
2024-10-13,11523,MK,,,Success,Dine in,10,Bottled Water,0.0,2.0
2024-10-13,11524,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-13,11524,TD,,,Success,Dine in,16,CAKE HALF KG,0.0,1.0
2024-10-13,11525,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-13,11527,MK,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-14,11530,SM,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-14,11530,SM,,,Success,Dine in,20,Bottled Water,0.0,1.0
2024-10-14,11531,SM,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-14,11532,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-14,11532,SM,,,Success,Dine in,2,Bottled Water,0.0,2.0
2024-10-14,11533,TD,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-14,11535,SM,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-14,11536,SM,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-14,11546,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-14,11547,SM,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-14,11549,TD,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-14,11551,SM,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-14,11552,TD,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-14,11553,SM,,,Success,Dine in,16,Bottled Water,0.0,2.0
2024-10-14,11555,SM,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-14,11556,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-14,11557,TD,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-14,11558,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-14,11559,TB,,,Success,Personal Dine In Room,PDR 1,Bottled Water,0.0,6.0
2024-10-14,11560,TB,,,Success,Personal Dine In Room,PDR 4,MALAI KULFI,0.0,1.0
2024-10-14,11560,TB,,,Success,Personal Dine In Room,PDR 4,CREAM CARAMEL,0.0,1.0
2024-10-14,11560,TB,,,Success,Personal Dine In Room,PDR 4,Soda,0.0,1.0
2024-10-14,11560,TB,,,Success,Personal Dine In Room,PDR 4,Bottled Water,0.0,5.0
2024-10-14,11562,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,10.0
