ItemName,RawMaterial,Qty,Unit,Department
Kung Pao Patato,Refind Oil,4.0,ML,
Sour & Pepper Soup,Refind Oil,4.0,ML,
EGG BHURJEE,Refind Oil,4.0,ML,
Chicken Clay Pot,Sesame Oil,4.0,ML,
Oriental Noodles CHICKEN /VEG,Sesame Oil,4.0,ML,
ORIENTAL RICE,Sesame Oil,4.0,ML,
PAN FRIED NOODLES,Sesame Oil,4.0,ML,
Seafood Suimono Soup,Sesame Oil,4.0,ML,
Suimono Soup,Sesame Oil,4.0,ML,
OMELETTE SANDWICH,Butter Amul,4.0,GM,
VEG SANDWICH,Chat Masala,4.0,GM,
Chicken In Malaysian Curry,Fresh Basil,4.0,GM,
Lemon coriander soup,Peel Garlic,4.0,GM,
Lemon Coriander Soup,Peel Garlic,4.0,GM,
Mustard Soup,Peel Garlic,4.0,GM,
Manchow Soup,Peel Garlic,4.0,GM,
Suimono Soup,Bean Sprouts,4.0,GM,
Burnt Garlic Soup,CHILLY PASTE,4.0,GM,
Vegetables Ingreen Garlic Sauce,Green Garlic,4.0,GM,
Malysian Soup,Green Garlic,4.0,GM,
Chicken Samble Oelek Sauce,Spring Onion,4.0,GM,
VEG CRISPY,Spring Onion,4.0,GM,
Cottage Cheese With Three Peppers,Spring Onion,4.0,GM,
Devil Chicken,Spring Onion,4.0,GM,
Vegetables Ingreen Garlic Sauce,Spring Onion,4.0,GM,
Vegetables In Chilly Mustard Sauce,Spring Onion,4.0,GM,
Manchow Soup,Celery Leaves,4.0,GM,
TEA,Green Elaichi,4.0,GM,
PANEER HAKKA STYLE,Indian Chives,4.0,GM,
MUSHROOM HAKKA STYLE,Indian Chives,4.0,GM,
PAN FRIED NOODLES,Potato Starch,4.0,GM,
Ludhiyani Tangdi,CHICKEN TANGDI,4.0,PIC,
Seafood Suimono Soup,Fresh Mushroom,4.0,GM,
Kai Yooung,Soya Sauce LLK,4.0,GM,
KUNG PAO TOFU,Fresh Red Chilly,4.0,GM,
Cottage Cheese & Mushroom In Black Bean Sauce,Fresh Red Chilly,4.0,GM,
KUNG PAO PANEER,Fresh Red Chilly,4.0,GM,
GREEN PEPPER NOODLES,Green Peppercorn,4.0,GM,
Chicken Pepper Chilly Garlic,Green Peppercorn,4.0,GM,
Vegetables Ingreen Garlic Sauce,Green Peppercorn,4.0,GM,
Green Pepper Crab Soup,Green Peppercorn,4.0,GM,
Suimono Soup,Shiitake Mushroom,4.0,GM,
Oriental Noodles CHICKEN /VEG,Shao Hsing Vinegar,4.0,ML,
ORIENTAL RICE,Shao Hsing Vinegar,4.0,ML,
Chicken In Malaysian Curry,Madras Curry Powder,4.0,GM,
Sour & Pepper Soup,Worcestershire Sauce (chinese),4.0,GM,
Burnt Garlic Soup,Worcestershire Sauce Kalvert (bar),4.0,GM,
Multani Mutton,Curd,5.0,GM,
Multani Mutton,Curd,5.0,GM,
Nam Prick PANEER,Imli,5.0,GM,
CHICKEN GHEE ROAST,Lemon,5.0,GM,
Green Pepper Crab Soup,Lemon,5.0,GM,
EGG GHEE ROAST,Lemon,5.0,GM,
Jal Jeera,Lemon,5.0,GM,
MUTTON GHEE ROAST,Lemon,5.0,GM,
GULAB JAMUN,MAIDA,5.0,GM,
Tishing Hai Chicken,Maida,5.0,GM,
Pepper Blast Chicken,Maida,5.0,GM,
EGG BHURJEE,Onion,5.0,GM,
ALOO PARATHA,Onion,5.0,GM,
OMELETTE SANDWICH,Onion,5.0,GM,
Mirchi Ka Salan,Onion,5.0,GM,
Nilgiri Korma,Onion,5.0,GM,
Mirchi Ka Salan,Onion,5.0,GM,
ALOO KULCHA,Onion,5.0,GM,
Curd Rice,Onion,5.0,GM,
OMELETTE,Onion,5.0,GM,
TOMATO SOUP,Sugar,5.0,GM,
Assorted Indian Breads ( 7 Types ),Sugar,5.0,GM,
TOMATO SOUP,Sugar,5.0,GM,
VEG MAKHANWALA,Sugar,5.0,GM,
COFFEE,Sugar,5.0,GM,
Prawns Tom Kha Soup,Sugar,5.0,GM,
TOMATO BASIL SOUP,Sugar,5.0,GM,
VEG CRISPY,Sugar,5.0,GM,
Kung Pao Patato,Sugar,5.0,GM,
VEG MAKHANWALA,Sugar,5.0,GM,
TOMATO BASIL SOUP,Sugar,5.0,GM,
Hawain Salad,Sugar,5.0,GM,
Prawns REG,AJWAIN,5.0,GM,
Chutney Stuffed Pomfret,AJWAIN,5.0,GM,
Pompfret TAWA,AJWAIN,5.0,GM,
Prawns TAWA,AJWAIN,5.0,GM,
Rawas TAWA,AJWAIN,5.0,GM,
Khasta Roti,Ajwain,5.0,GM,
Tishing Hai Chicken,Ginger,5.0,GM,
Ghost Sofiana,Ginger,5.0,GM,
CHI,Ginger,5.0,GM,
Exotic Veg In Sambal Oelek Sauce,Ginger,5.0,GM,
Subzi Kurkure Kebab,Ginger,5.0,GM,
Cottage Cheese & Mushroom In Black Bean Sauce,Ginger,5.0,GM,
Bandas (squid) Masala Fry,Ginger,5.0,GM,
Shitake Chicken,Ginger,5.0,GM,
CHICKEN GHEE ROAST,Ginger,5.0,GM,
Coastal Malwani Bombil Fry,Ginger,5.0,GM,
Vegetable Gassi,Ginger,5.0,GM,
Chicken Hoisin,Ginger,5.0,GM,
MUTTON GHEE ROAST,Ginger,5.0,GM,
Crispy Chicken Chef Style,Ginger,5.0,GM,
EGG GHEE ROAST,Ginger,5.0,GM,
Clams Chilly & Coriander,Ginger,5.0,GM,
Funci Tongi Soup,Ginger,5.0,GM,
Ghost Sofiana,Ginger,5.0,GM,
Prawns Green Fry,Ginger,5.0,GM,
Roast Lamb In Hongkong Style,Ginger,5.0,GM,
MASALA CHAAS,Ginger,5.0,GM,
Chicken Mallipuram,Ginger,5.0,GM,
KUNG PAO TOFU,Ginger,5.0,GM,
KUNG PAO PANEER,Ginger,5.0,GM,
Stir Fried Chicken Chilly & Basil,Ginger,5.0,GM,
Paratha Stuffed,Potato,5.0,GM,
Stuffed Kulcha,Potato,5.0,GM,
Dragon Roll,Carrots,5.0,GM,
Tom Kha Soup,Carrots,5.0,GM,
OMELETTE SANDWICH,Tomatos,5.0,GM,
Nilgiri Korma,Tomatos,5.0,GM,
EGG BHURJEE,Tomatos,5.0,GM,
OMELETTE,Tomatos,5.0,GM,
Tomato Rice,CHANA DAL,5.0,GM,
EGG GASSI,Methi (w),5.0,GM,
CHICKEN SUKHA,Methi (w),5.0,GM,
MUTTON SUKHA,Methi (w),5.0,GM,
CHICKEN GASSI,Methi (w),5.0,GM,
Kori Roti,Methi (w),5.0,GM,
PLAIN GASSI,Methi (w),5.0,GM,
Clams In Sukha Mangalorian Masala,Methi (w),5.0,GM,
Karele Kaju Masala,Salt Tata,5.0,GM,
Murg Makhanwala,Salt Tata,5.0,GM,
Paneer Khurchan,Salt Tata,5.0,GM,
Paneer Tikka Masala,Salt Tata,5.0,GM,
VEG MAKHANWALA,Salt Tata,5.0,GM,
Diwani Handi,Salt Tata,5.0,GM,
Multani Murgh,Salt Tata,5.0,GM,
PALAK PANEER,Salt Tata,5.0,GM,
PEAS PULAO,Salt Tata,5.0,GM,
VEG KOLHAPURI,Salt Tata,5.0,GM,
LASOONI PALAK,Salt Tata,5.0,GM,
Mirchi Ka Salan,Salt Tata,5.0,GM,
Murgh Bharta Masala,Salt Tata,5.0,GM,
Mutton Tikhalaal,Salt Tata,5.0,GM,
Chettinad Chicken,Salt Tata,5.0,GM,
Kalonji Ka Baigan,Salt Tata,5.0,GM,
Maratha Lamb,Salt Tata,5.0,GM,
Methi Lamb,Salt Tata,5.0,GM,
Methi Lamb,Salt Tata,5.0,GM,
Bukhara Kofta Curry,Salt Tata,5.0,GM,
Diwani Handi,Salt Tata,5.0,GM,
Fresh Garden Salad,Salt Tata,5.0,GM,
VEG KADAI,Salt Tata,5.0,GM,
ALOO GOBI,Salt Tata,5.0,GM,
Bhatkal VEG Biryani,Salt Tata,5.0,GM,
Dum Aloo Amritsari,Salt Tata,5.0,GM,
Murg Makhanwala,Salt Tata,5.0,GM,
ALOO MUTTER,Salt Tata,5.0,GM,
Assorted Indian Breads ( 7 Types ),Salt Tata,5.0,GM,
Avadhi Lamb,Salt Tata,5.0,GM,
Murgh Tikhalaal,Salt Tata,5.0,GM,
Prawns Green Fry,Salt Tata,5.0,GM,
VEG SONERI,Salt Tata,5.0,GM,
Hyderabadi VEG Biryani,Salt Tata,5.0,GM,
MUSHROOM DO PYAZA,Salt Tata,5.0,GM,
Navratan Pulao,Salt Tata,5.0,GM,
Pindi Chana,Salt Tata,5.0,GM,
Subzi Noorani,Salt Tata,5.0,GM,
Avadhi Chicken,Salt Tata,5.0,GM,
Bhatkal VEG Biryani,Salt Tata,5.0,GM,
Reshmi Paneer,Salt Tata,5.0,GM,
Bukhara Kofta Curry,Salt Tata,5.0,GM,
DAL KHICHDI,Salt Tata,5.0,GM,
Navratan Pulao,Salt Tata,5.0,GM,
Prawns REG,Salt Tata,5.0,GM,
Subzi Kofta Masala,Salt Tata,5.0,GM,
Bandas (squid) Masala Fry,Salt Tata,5.0,GM,
Chatpata Paneer,Salt Tata,5.0,GM,
PALAK PANEER,Salt Tata,5.0,GM,
PANEER KADAI,Salt Tata,5.0,GM,
Paneer Khurchan,Salt Tata,5.0,GM,
Amritsari Dal,Salt Tata,5.0,GM,
Dum Paneer Kalamiri,Salt Tata,5.0,GM,
EGG BIRYANI,Salt Tata,5.0,GM,
EGG GHEE ROAST,Salt Tata,5.0,GM,
LUCKNOWI CHICKEN,Salt Tata,5.0,GM,
Murgh Tikhalaal,Salt Tata,5.0,GM,
MUTTON ROGAN JOSH,Salt Tata,5.0,GM,
Peshawari Kofta,Salt Tata,5.0,GM,
Zafrani Chicken,Salt Tata,5.0,GM,
Dum Paneer Kalamiri,Salt Tata,5.0,GM,
Karele Kaju Masala,Salt Tata,5.0,GM,
Malai Kofta,Salt Tata,5.0,GM,
Murgh -ka-salan,Salt Tata,5.0,GM,
Subzi Noorani,Salt Tata,5.0,GM,
Chicken Jeera Masala,Salt Tata,5.0,GM,
DAL SHORBA,Salt Tata,5.0,GM,
Kalonji Ka Baigan,Salt Tata,5.0,GM,
Methi Paneer,Salt Tata,5.0,GM,
Rajasthani Laal Maas,Salt Tata,5.0,GM,
VEG KOLHAPURI,Salt Tata,5.0,GM,
VEG PULAO,Salt Tata,5.0,GM,
Paneer Lawabdar,Salt Tata,5.0,GM,
DAL SHORBA,Salt Tata,5.0,GM,
Fresh Spinach & Lettuce Salad,Salt Tata,5.0,GM,
Khasta Roti,Salt Tata,5.0,GM,
Malai Kofta,Salt Tata,5.0,GM,
MALWANI BOMBIL FRY,Salt Tata,5.0,GM,
Murg Pudhina Masala,Salt Tata,5.0,GM,
Zafrani Chicken,Salt Tata,5.0,GM,
Dehati Lamb,Salt Tata,5.0,GM,
Murgh -ka-salan,Salt Tata,5.0,GM,
Murgh Bharta Masala,Salt Tata,5.0,GM,
Kumbh Makai Palak,Salt Tata,5.0,GM,
PANEER MAKHANWALA,Salt Tata,5.0,GM,
ALOO GOBI,Salt Tata,5.0,GM,
ALOO MUTTER,Salt Tata,5.0,GM,
Subzi Kofta Masala,Salt Tata,5.0,GM,
LASOONI PALAK,Salt Tata,5.0,GM,
Moong Dal Aur Methi Ki Subzi,Salt Tata,5.0,GM,
Murg Tikka Nawabi,Salt Tata,5.0,GM,
,Salt Tata,5.0,GM,
Amritsari Dal,Salt Tata,5.0,GM,
CHICKEN GHEE ROAST,Salt Tata,5.0,GM,
Dum Pukht VEG Biryani,Salt Tata,5.0,GM,
Maratha Chicken,Salt Tata,5.0,GM,
Methi Malai Mutter,Salt Tata,5.0,GM,
Moong Dal Aur Methi Ki Subzi,Salt Tata,5.0,GM,
PANEER KADAI,Salt Tata,5.0,GM,
Avadhi Chicken,Salt Tata,5.0,GM,
Coastal Malwani Bombil Fry,Salt Tata,5.0,GM,
Dal Tadka,Salt Tata,5.0,GM,
Malabari Paratha (1pc),Salt Tata,5.0,GM,
Paneer Kofta Hara Masala,Salt Tata,5.0,GM,
Maratha Lamb,Salt Tata,5.0,GM,
Tawa Chicken,Salt Tata,5.0,GM,
Chatpata Paneer,Salt Tata,5.0,GM,
Dum Aloo Amritsari,Salt Tata,5.0,GM,
PALAK KHICHDI,Salt Tata,5.0,GM,
Paneer Lawabdar,Salt Tata,5.0,GM,
Murg Pudhina Masala,Salt Tata,5.0,GM,
TOMATO BASIL SOUP,Salt Tata,5.0,GM,
VEG MAKHANWALA,Salt Tata,5.0,GM,
,Salt Tata,5.0,GM,
DAL KHICHDI,Salt Tata,5.0,GM,
Dhabe Da Lamb,Salt Tata,5.0,GM,
Hyderabadi VEG Biryani,Salt Tata,5.0,GM,
TOMATO SOUP,Salt Tata,5.0,GM,
Ghost Sofiana,Salt Tata,5.0,GM,
PANEER MAKHANWALA,Salt Tata,5.0,GM,
VEG LAHORI,Salt Tata,5.0,GM,
Kolkata VEG Biryani,Salt Tata,5.0,GM,
MUTTON ROGAN JOSH,Salt Tata,5.0,GM,
CHICKEN KADAI,Salt Tata,5.0,GM,
Neer Dosa(4pc),Salt Tata,5.0,GM,
Sea Food Dum Biryani,Salt Tata,5.0,GM,
MUTTON GHEE ROAST,Salt Tata,5.0,GM,
Tossed Salad,Salt Tata,5.0,GM,
DAL PALAK KHICHDI,Salt Tata,5.0,GM,
Nalli Kashmiri Rogan,Salt Tata,5.0,GM,
Paneer Kofta Hara Masala,Salt Tata,5.0,GM,
Chicken Mallipuram,Salt Tata,5.0,GM,
Dehati Murg,Salt Tata,5.0,GM,
Dum Pukht VEG Biryani,Salt Tata,5.0,GM,
EGG MASALA,Salt Tata,5.0,GM,
EGG MASALA,Salt Tata,5.0,GM,
Sea Food Dum Biryani,Salt Tata,5.0,GM,
Avadhi Lamb,Salt Tata,5.0,GM,
Dal Palak Ghost,Salt Tata,5.0,GM,
Mirchi Ka Salan,Salt Tata,5.0,GM,
PALAK KHICHDI,Salt Tata,5.0,GM,
Peshawari Kofta,Salt Tata,5.0,GM,
CHICKEN KADAI,Salt Tata,5.0,GM,
Dal Palak Ghost,Salt Tata,5.0,GM,
EGG BIRYANI,Salt Tata,5.0,GM,
Ghost Sofiana,Salt Tata,5.0,GM,
Methi Paneer,Salt Tata,5.0,GM,
Bhindi Mirch Masala,Salt Tata,5.0,GM,
Dehati Murg,Salt Tata,5.0,GM,
Edemunchi Chicken,Salt Tata,5.0,GM,
Paneer Tikka Masala,Salt Tata,5.0,GM,
Dal Tadka,Salt Tata,5.0,GM,
Maratha Chicken,Salt Tata,5.0,GM,
PANEER BUTTER MASALA,Salt Tata,5.0,GM,
Pindi Chana,Salt Tata,5.0,GM,
TOMATO BASIL SOUP,Salt Tata,5.0,GM,
VEG KADAI,Salt Tata,5.0,GM,
Bhindi Mirch Masala,Salt Tata,5.0,GM,
Jeera Rice,Salt Tata,5.0,GM,
LUCKNOWI CHICKEN,Salt Tata,5.0,GM,
Multani Murgh,Salt Tata,5.0,GM,
Rajasthani Laal Maas,Salt Tata,5.0,GM,
Reshmi Paneer,Salt Tata,5.0,GM,
VEG SONERI,Salt Tata,5.0,GM,
Dhabe Da Lamb,Salt Tata,5.0,GM,
Dhabe Da Murg,Salt Tata,5.0,GM,
Ghost Hara Pyaaz,Salt Tata,5.0,GM,
Kumbh Makai Palak,Salt Tata,5.0,GM,
Methi Chicken,Salt Tata,5.0,GM,
Ghost Hara Pyaaz,Salt Tata,5.0,GM,
Jeera Rice,Salt Tata,5.0,GM,
Kolkata VEG Biryani,Salt Tata,5.0,GM,
Murg Tikka Nawabi,Salt Tata,5.0,GM,
Mutton Korma,Salt Tata,5.0,GM,
Mutton Tikhalaal,Salt Tata,5.0,GM,
Nalli Kashmiri Rogan,Salt Tata,5.0,GM,
PEAS PULAO,Salt Tata,5.0,GM,
Tawa Chicken,Salt Tata,5.0,GM,
Clams Chilly & Coriander,Salt Tata,5.0,GM,
DAL PALAK KHICHDI,Salt Tata,5.0,GM,
Dhabe Da Murg,Salt Tata,5.0,GM,
Multani Mutton,Salt Tata,5.0,GM,
MUSHROOM DO PYAZA,Salt Tata,5.0,GM,
Phalguni Sabzi,Salt Tata,5.0,GM,
Tawa Lamb,Salt Tata,5.0,GM,
VEG LAHORI,Salt Tata,5.0,GM,
VEG PULAO,Salt Tata,5.0,GM,
Chicken Korma,Salt Tata,5.0,GM,
PANEER BUTTER MASALA,Salt Tata,5.0,GM,
Phalguni Sabzi,Salt Tata,5.0,GM,
TOMATO SOUP,Salt Tata,5.0,GM,
Dehati Lamb,Salt Tata,5.0,GM,
Multani Mutton,Salt Tata,5.0,GM,
Tawa Lamb,Salt Tata,5.0,GM,
Methi Chicken,Salt Tata,5.0,GM,
Methi Malai Mutter,Salt Tata,5.0,GM,
THAI CURRY GREEN,Snow Peas,5.0,GM,
THAI CURRY RED,Snow Peas,5.0,GM,
Roast Lamb In Hongkong Style,Star Fool,5.0,GM,
Roast Lamb In Honey And Ginger,Star Fool,5.0,GM,
Chatpata Paneer,Amul Cream,5.0,ML,
Dehati Lamb,Amul Cream,5.0,ML,
Moong Dal Aur Methi Ki Subzi,Amul Cream,5.0,ML,
Kalonji Ka Baigan,Amul Cream,5.0,ML,
Methi Paneer,Amul Cream,5.0,ML,
Dum Aloo Amritsari,Amul Cream,5.0,ML,
Karele Kaju Masala,Amul Cream,5.0,ML,
Karele Kaju Masala,Amul Cream,5.0,ML,
Methi Chicken,Amul Cream,5.0,ML,
Moong Dal Aur Methi Ki Subzi,Amul Cream,5.0,ML,
Kumbh Makai Palak,Amul Cream,5.0,ML,
Dum Paneer Kalamiri,Amul Cream,5.0,ML,
Paneer Kofta Hara Masala,Amul Cream,5.0,ML,
Phalguni Sabzi,Amul Cream,5.0,ML,
Avadhi Chicken,Amul Cream,5.0,ML,
Avadhi Chicken,Amul Cream,5.0,ML,
Avadhi Lamb,Amul Cream,5.0,ML,
Diwani Handi,Amul Cream,5.0,ML,
Avadhi Lamb,Amul Cream,5.0,ML,
Dehati Murg,Amul Cream,5.0,ML,
Methi Lamb,Amul Cream,5.0,ML,
Mirchi Ka Salan,Amul Cream,5.0,ML,
Multani Mutton,Amul Cream,5.0,ML,
Multani Murgh,Amul Cream,5.0,ML,
Pindi Chana,Amul Cream,5.0,ML,
Subzi Kofta Masala,Amul Cream,5.0,ML,
Peshawari Kofta,Amul Cream,5.0,ML,
Diwani Handi,Amul Cream,5.0,ML,
Chatpata Paneer,Amul Cream,5.0,ML,
Bhindi Mirch Masala,Amul Cream,5.0,ML,
Kumbh Makai Palak,Amul Cream,5.0,ML,
Methi Paneer,Amul Cream,5.0,ML,
Multani Mutton,Amul Cream,5.0,ML,
Subzi Noorani,Amul Cream,5.0,ML,
Peshawari Kofta,Amul Cream,5.0,ML,
Mirchi Ka Salan,Amul Cream,5.0,ML,
VEG SONERI,Amul Cream,5.0,ML,
Dehati Murg,Amul Cream,5.0,ML,
Bhindi Mirch Masala,Amul Cream,5.0,ML,
Phalguni Sabzi,Amul Cream,5.0,ML,
Dum Paneer Kalamiri,Amul Cream,5.0,ML,
Kalonji Ka Baigan,Amul Cream,5.0,ML,
LUCKNOWI CHICKEN,Amul Cream,5.0,ML,
Paneer Khurchan,Amul Cream,5.0,ML,
Paneer Kofta Hara Masala,Amul Cream,5.0,ML,
Dum Aloo Amritsari,Amul Cream,5.0,ML,
Methi Lamb,Amul Cream,5.0,ML,
VEG SONERI,Amul Cream,5.0,ML,
LUCKNOWI CHICKEN,Amul Cream,5.0,ML,
Methi Chicken,Amul Cream,5.0,ML,
Subzi Kofta Masala,Amul Cream,5.0,ML,
Pindi Chana,Amul Cream,5.0,ML,
VEG LAHORI,Amul Cream,5.0,ML,
Dal Tadka,Amul Cream,5.0,ML,
Dehati Lamb,Amul Cream,5.0,ML,
Dal Tadka,Amul Cream,5.0,ML,
Multani Murgh,Amul Cream,5.0,ML,
Paneer Khurchan,Amul Cream,5.0,ML,
Subzi Noorani,Amul Cream,5.0,ML,
VEG LAHORI,Amul Cream,5.0,ML,
Mirchi Ka Salan,CORN FLOUR,5.0,GM,
Mirchi Ka Salan,CORN FLOUR,5.0,GM,
CHICKEN GASSI,CURRY LEAF,5.0,GM,
Coastal Malwani Bombil Fry,CURRY LEAF,5.0,GM,
PLAIN GASSI,CURRY LEAF,5.0,GM,
Kori Roti,CURRY LEAF,5.0,GM,
EGG GASSI,CURRY LEAF,5.0,GM,
Bandas (squid) Masala Fry,CURRY LEAF,5.0,GM,
Tishing Hai Chicken,Corn Flour,5.0,GM,
THAI CURRY RED,Fish Sauce,5.0,GM,
THAI CURRY GREEN,Fish Sauce,5.0,GM,
Curd Rice,Refind Oil,5.0,ML,
Butter Roomali Roti,Refind Oil,5.0,ML,
Neer Dosa(4pc),Refind Oil,5.0,ML,
Roomali Roti,Refind Oil,5.0,ML,
Exotic Stir Fried Vegetable,Refind Oil,5.0,ML,
Assorted Indian Breads ( 7 Types ),Refind Oil,5.0,ML,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Refind Oil,5.0,ML,
Papad Fried,Refind Oil,5.0,ML,
VEG CRISPY,Refind Oil,5.0,ML,
Dum Pukht VEG Biryani,Rose Water,5.0,ML,
Hyderabadi VEG Biryani,Rose Water,5.0,ML,
Bhatkal VEG Biryani,Rose Water,5.0,ML,
VEG PULAO,Rose Water,5.0,ML,
Dum Pukht VEG Biryani,Rose Water,5.0,ML,
EGG MASALA,Rose Water,5.0,ML,
VEG MAKHANWALA,Rose Water,5.0,ML,
Hyderabadi VEG Biryani,Rose Water,5.0,ML,
VEG MAKHANWALA,Rose Water,5.0,ML,
Kolkata VEG Biryani,Rose Water,5.0,ML,
Kolkata VEG Biryani,Rose Water,5.0,ML,
Navratan Pulao,Rose Water,5.0,ML,
Bhatkal VEG Biryani,Rose Water,5.0,ML,
Methi Malai Mutter,Rose Water,5.0,ML,
Sea Food Dum Biryani,Rose Water,5.0,ML,
Sea Food Dum Biryani,Rose Water,5.0,ML,
VEG PULAO,Rose Water,5.0,ML,
Methi Malai Mutter,Rose Water,5.0,ML,
EGG BIRYANI,Rose Water,5.0,ML,
EGG MASALA,Rose Water,5.0,ML,
Navratan Pulao,Rose Water,5.0,ML,
PEAS PULAO,Rose Water,5.0,ML,
PEAS PULAO,Rose Water,5.0,ML,
EGG BIRYANI,Rose Water,5.0,ML,
SHANGHAI RICE,Butter Amul,5.0,GM,
TANDOORI GOBI,Butter Amul,5.0,GM,
GARLIC KULCHA,Butter Amul,5.0,GM,
BUTTER PUDINA PARATHA,Butter Amul,5.0,GM,
BUTTER GARLIC NAAN,Butter Amul,5.0,GM,
Mushroom Galauti,Butter Amul,5.0,GM,
Ludhiyani Tangdi,Butter Amul,5.0,GM,
Subzi Methi Ki Sheek,Butter Amul,5.0,GM,
Paneer Saffron Tikka,Butter Amul,5.0,GM,
Butter Paratha,Butter Amul,5.0,GM,
Cheese & Garlic Naan,Butter Amul,5.0,GM,
Tandoori Crab,Butter Amul,5.0,GM,
Tandoori Pomfrate Regular (400gms),Butter Amul,5.0,GM,
Tandoori Squid,Butter Amul,5.0,GM,
Butter Roti,Butter Amul,5.0,GM,
Cheese Garlic Bread,Butter Amul,5.0,GM,
Paneer Peri Peri Tikka,Butter Amul,5.0,GM,
Subzi Kurkure Kebab,Butter Amul,5.0,GM,
Assorted Indian Breads ( 7 Types ),Butter Amul,5.0,GM,
Bhara Hua Aloo,Butter Amul,5.0,GM,
Garlic Bread,Butter Amul,5.0,GM,
Subzi Maharaja Sheek,Butter Amul,5.0,GM,
Cheeese Naan,Butter Amul,5.0,GM,
Stuffed Kulcha,Butter Amul,5.0,GM,
Tandoori Prawns (100 Gms),Butter Amul,5.0,GM,
TANDOORI ALOO,Butter Amul,5.0,GM,
VEG SHEEK KABAB,Butter Amul,5.0,GM,
BUTTER GARLIC ROTI,Butter Amul,5.0,GM,
Mutton SEEK Kebabs,Butter Amul,5.0,GM,
Subzi Papdi Sheek,Butter Amul,5.0,GM,
Chicken SEEK Kebabs,Butter Amul,5.0,GM,
Dingri Lasooni,Butter Amul,5.0,GM,
Hari Subzi Aur Makai Ki Sheek,Butter Amul,5.0,GM,
Subzi Bhara Aloo,Butter Amul,5.0,GM,
BUTTER GARLIC KULCHA,Butter Amul,5.0,GM,
Dim Sum,Butter Amul,5.0,GM,
Subzi Ka Mela,Butter Amul,5.0,GM,
Paratha Stuffed,Butter Amul,5.0,GM,
Tandoori Surmai,Butter Amul,5.0,GM,
Butter Naan,Butter Amul,5.0,GM,
Butter Roomali Roti,Butter Amul,5.0,GM,
Lacchedar Paratha/Naan,Butter Amul,5.0,GM,
Cheese Aur Subz Ki Sheek,Butter Amul,5.0,GM,
Tandoori Chicken,Butter Amul,5.0,GM,
Tandoori Prawns REG,Butter Amul,5.0,GM,
Crispy Corn,Butter Amul,5.0,GM,
ONION KULCHA,Butter Amul,5.0,GM,
Butter Kulcha,Butter Amul,5.0,GM,
Tandoori Rawas,Butter Amul,5.0,GM,
Paneer Ke Shikanje,Butter Amul,5.0,GM,
Tandoori Lobster,Butter Amul,5.0,GM,
TANDOORI BROCCOLI,Butter Amul,5.0,GM,
Tandoori Pompfret,Butter Amul,5.0,GM,
CHICKEN GRILLED SANDWICH,Butter Amul,5.0,GM,
Bhindi Mirch Masala,Chat Masala,5.0,GM,
Dehati Murg,Chat Masala,5.0,GM,
Methi Paneer,Chat Masala,5.0,GM,
Paneer Khurchan,Chat Masala,5.0,GM,
Kalonji Ka Baigan,Chat Masala,5.0,GM,
Kumbh Makai Palak,Chat Masala,5.0,GM,
Maratha Lamb,Chat Masala,5.0,GM,
Pindi Chana,Chat Masala,5.0,GM,
Avadhi Lamb,Chat Masala,5.0,GM,
Pindi Chana,Chat Masala,5.0,GM,
Diwani Handi,Chat Masala,5.0,GM,
Murgh Bharta Masala,Chat Masala,5.0,GM,
VEG KOLHAPURI,Chat Masala,5.0,GM,
Multani Murgh,Chat Masala,5.0,GM,
Zafrani Chicken,Chat Masala,5.0,GM,
Dhabe Da Lamb,Chat Masala,5.0,GM,
Subzi Noorani,Chat Masala,5.0,GM,
ALOO KULCHA,Chat Masala,5.0,GM,
Dhabe Da Murg,Chat Masala,5.0,GM,
Diwani Handi,Chat Masala,5.0,GM,
Multani Mutton,Chat Masala,5.0,GM,
Murg Tikka Nawabi,Chat Masala,5.0,GM,
Subzi Noorani,Chat Masala,5.0,GM,
Zafrani Chicken,Chat Masala,5.0,GM,
Avadhi Lamb,Chat Masala,5.0,GM,
Dum Aloo Amritsari,Chat Masala,5.0,GM,
Karele Kaju Masala,Chat Masala,5.0,GM,
Methi Paneer,Chat Masala,5.0,GM,
Murgh -ka-salan,Chat Masala,5.0,GM,
Reshmi Paneer,Chat Masala,5.0,GM,
Moong Dal Aur Methi Ki Subzi,Chat Masala,5.0,GM,
Murgh Tikhalaal,Chat Masala,5.0,GM,
Paneer Kofta Hara Masala,Chat Masala,5.0,GM,
Dum Aloo Amritsari,Chat Masala,5.0,GM,
Maratha Chicken,Chat Masala,5.0,GM,
Moong Dal Aur Methi Ki Subzi,Chat Masala,5.0,GM,
Paneer Lawabdar,Chat Masala,5.0,GM,
Dehati Lamb,Chat Masala,5.0,GM,
Avadhi Chicken,Chat Masala,5.0,GM,
Murgh Bharta Masala,Chat Masala,5.0,GM,
Stuffed Kulcha,Chat Masala,5.0,GM,
ALOO PARATHA,Chat Masala,5.0,GM,
Paneer Khurchan,Chat Masala,5.0,GM,
Amritsari Dal,Chat Masala,5.0,GM,
Chatpata Paneer,Chat Masala,5.0,GM,
Dehati Murg,Chat Masala,5.0,GM,
Maratha Lamb,Chat Masala,5.0,GM,
Methi Chicken,Chat Masala,5.0,GM,
Dingri Lasooni,Chat Masala,5.0,GM,
