Invoice_No_,Date,Change_Log
1806,2024-07-21 23:04:19+00:00,Order (Bill No.: B1806) total amount changed from 3769 to 3597 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-21 23:09:34
1807,2024-05-02 22:58:15+00:00,"Order (Bill No.: F1807, Amount: 3126) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-02 22:58:15Order (Bill No.: F1807) total amount changed from 3126 to 2977 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-02 23:01:00"
1833,2024-05-03 15:38:59+00:00,"Order (Bill No.: F1833, Amount: 7209) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-03 15:38:59Order (Bill No.: F1833) total amount changed from 7209 to 6866 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-03 15:44:32"
1850,2024-05-03 21:49:59+00:00,"Order (Bill No.: F1850, Amount: 9702) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-03 21:49:59Order (Bill No.: F1850) total amount changed from 9702 to 9240 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-03 21:54:37"
1856,2024-07-26 22:13:41+00:00,Order (Bill No.: B1856) total amount changed from 461 to 440 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-26 22:17:20
1857,2024-07-26 22:36:11+00:00,Order (Bill No.: B1857) total amount changed from 1527 to 1458 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-26 22:39:48
1889,2024-05-04 14:58:49+00:00,"Order (Bill No.: F1889, Amount: 3908) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-04 14:58:49Order (Bill No.: F1889) total amount changed from 3908 to 3722 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-04 15:02:00"
1893,2024-05-04 15:37:50+00:00,"Order (Bill No.: F1893, Amount: 6433) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-04 15:37:50Order (Bill No.: F1893) total amount changed from 6433 to 6127 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-04 15:40:03"
1934,2024-07-30 21:43:25+00:00,Order (Bill No.: B1934) total amount changed from 1291 to 1232 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-30 21:45:35
1944,2024-05-04 23:50:23+00:00,Order (Bill No.: F1944) total amount changed from 4028 to 3827 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-04 23:55:19
1949,2024-05-05 00:04:49+00:00,"Order (Bill No.: F1949, Amount: 9790) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-05-05 00:04:49Order (Bill No.: F1949) total amount changed from 9790 to 9324 by sachindra (sachindra. ) (Order modify comment: YES+) (Electron Pos) - 2024-05-05 00:11:24"
1961,2024-08-01 22:51:10+00:00,Order (Bill No.: B1961) total amount changed from 1988 to 1898 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-01 22:54:33
1977,2024-05-05 15:16:47+00:00,"Order (Bill No.: F1977, Amount: 7657) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-05 15:16:47Order (Bill No.: F1977) total amount changed from 7657 to 7292 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-05 15:19:20"
2001,2024-08-04 00:05:38+00:00,Order (Bill No.: B2001) total amount changed from 720 to 688 by vijay (vijay shetty. ) (Order modify comment: removed) (Electron Pos) - 2024-08-04 00:10:53
2016,2024-05-05 22:06:57+00:00,Order (Bill No.: F2016) total amount changed from 5502 to 5240 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-05 22:13:21
2016,2024-08-04 15:50:47+00:00,Order (Bill No.: B2016) total amount changed from 2662 to 2541 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-04 15:55:11
2035,2024-05-05 23:35:06+00:00,"Order (Bill No.: F2035, Amount: 14967) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-05-05 23:35:06Order (Bill No.: F2035) total amount changed from 14967 to 14254 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-05 23:40:14"
2038,2024-08-05 00:44:48+00:00,Order (Bill No.: B2038) total amount changed from 686 to 655 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-05 00:49:33
2040,2024-05-05 23:51:10+00:00,"Order (Bill No.: F2040, Amount: 9509) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-05 23:51:10Order (Bill No.: F2040) total amount changed from 9509 to 9056 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-05 23:55:21"
2087,2024-08-09 15:19:40+00:00,Order (Bill No.: B2087) total amount changed from 6339 to 6050 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-08-09 15:22:59
2130,2024-08-10 23:22:30+00:00,Order (Bill No.: B2130) total amount changed from 2501 to 2387 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:26:17
2132,2024-08-10 23:28:06+00:00,"Order (Bill No.: B2132) total amount changed from 3579 to 3416 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:30:40Order (Bill No.: B2132, Amount: 3579) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-10 23:28:06"
2135,2024-08-11 00:01:40+00:00,Order (Bill No.: B2135) total amount changed from 893 to 853 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 00:06:46
2138,2024-05-08 14:38:09+00:00,"Order (Bill No.: F2138, Amount: 2596) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-08 14:38:09Order (Bill No.: F2138) total amount changed from 2596 to 2473 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-08 14:41:19"
2140,2024-08-11 00:20:19+00:00,Order (Bill No.: B2140) total amount changed from 5739 to 5478 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 00:24:48
2141,2024-05-08 14:59:51+00:00,"Order (Bill No.: F2141, Amount: 20515) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-08 14:59:51Order (Bill No.: F2141) total amount changed from 20515 to 19538 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-08 15:03:04"
2169,2024-08-12 00:28:03+00:00,Order (Bill No.: B2169) total amount changed from 3769 to 3597 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-12 00:30:54
2207,2024-05-09 19:44:18+00:00,"Order (Bill No.: F2207, Amount: 3914) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-05-09 19:44:18Order (Bill No.: F2207) total amount changed from 3914 to 3728 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-09 19:49:00"
2224,2024-05-09 22:22:31+00:00,"Order (Bill No.: F2224, Amount: 4096) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-05-09 22:22:31Order (Bill No.: F2224) total amount changed from 4096 to 3901 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-09 22:28:29"
2240,2024-08-17 23:54:23+00:00,"Order (Bill No.: B2240) total amount changed from 490 to 468 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-17 23:55:27Order (Bill No.: B2240, Amount: 490) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-17 23:54:23"
2244,2024-05-10 15:09:07+00:00,"Order (Bill No.: F2244, Amount: 11488) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-10 15:09:07Order (Bill No.: F2244) total amount changed from 11488 to 9847 by RAM (RAM RATHORE. ) (Order modify comment: BY MISTAKELY SETTELED) (Electron Pos) - 2024-05-10 15:25:10"
2259,2024-08-18 23:23:37+00:00,Order (Bill No.: B2259) total amount changed from 536 to 512 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-18 23:29:35
2265,2024-08-19 21:06:55+00:00,Order (Bill No.: B2265) total amount changed from 634 to 605 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-19 21:10:30
2299,2024-05-10 23:28:35+00:00,Order (Bill No.: F2299) total amount changed from 2370 to 2252 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-10 23:32:16
2302,2024-05-10 23:43:27+00:00,"Order (Bill No.: F2302, Amount: 16786) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-10 23:43:27Order (Bill No.: F2302) total amount changed from 16786 to 15986 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-10 23:45:12"
2306,2024-08-22 23:35:05+00:00,Order (Bill No.: B2306) total amount changed from 1602 to 1529 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-22 23:37:52
2373,2024-05-11 23:00:35+00:00,"Order (Bill No.: F2373, Amount: 3749) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-05-11 23:00:35Order (Bill No.: F2373) total amount changed from 3749 to 3570 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-11 23:02:54"
2373,2024-08-26 23:08:44+00:00,"Order (Bill No.: B2373) total amount changed from 1072 to 1023 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-26 23:11:36Order (Bill No.: B2373, Amount: 1072) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-26 23:08:44"
2377,2024-05-11 23:29:24+00:00,Order (Bill No.: F2377) total amount changed from 11075 to 10547 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-11 23:43:57
2417,2024-05-12 14:46:06+00:00,"Order (Bill No.: F2417, Amount: 6885) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-12 14:46:06Order (Bill No.: F2417) total amount changed from 6885 to 6557 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-12 14:49:18"
2461,2024-05-12 20:48:56+00:00,"Order (Bill No.: F2461, Amount: 1681) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-12 20:48:56Order (Bill No.: F2461) total amount changed from 1681 to 1601 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-12 20:50:58"
2463,2024-05-12 21:03:55+00:00,"Order (Bill No.: F2463, Amount: 4008) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-12 21:03:55Order (Bill No.: F2463) total amount changed from 4008 to 3817 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-12 21:08:14"
2493,2024-05-12 22:46:30+00:00,"Order (Bill No.: F2493, Amount: 9515) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-12 22:46:30Order (Bill No.: F2493) total amount changed from 9515 to 9062 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-12 22:50:22"
2500,2024-09-03 23:47:13+00:00,Order (Bill No.: B2500) total amount changed from 5745 to 5484 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-03 23:49:01
2517,2024-09-05 00:29:48+00:00,"Order (Bill No.: B2517) total amount changed from 5982 to 5709 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-05 00:37:16Order (Bill No.: B2517, Amount: 5982) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-05 00:29:48"
2560,2024-09-07 22:37:56+00:00,"Order (Bill No.: B2560) total amount changed from 761 to 726 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-07 22:41:30Order (Bill No.: B2560, Amount: 761) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-07 22:37:56"
2572,2024-09-08 22:46:45+00:00,Order (Bill No.: B2572) total amount changed from 536 to 512 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-08 22:49:32
2586,2024-05-14 23:48:41+00:00,"Order (Bill No.: F2586, Amount: 1560) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-14 23:48:41Order (Bill No.: F2586) total amount changed from 1560 to 1486 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-14 23:51:11"
2598,2024-05-15 15:16:27+00:00,"Order (Bill No.: F2598, Amount: 14814) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-15 15:16:27Order (Bill No.: F2598) total amount changed from 14814 to 14109 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-15 15:22:04"
2600,2024-05-15 15:26:39+00:00,"Order (Bill No.: F2600, Amount: 1643) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-15 15:26:39Order (Bill No.: F2600) total amount changed from 1643 to 1565 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-15 15:28:52"
2602,2024-09-11 14:22:29+00:00,Order (Bill No.: B2602) total amount changed from 1314 to 1642 by vijay (vijay shetty). (Order modify comment: wrong table punching/removed discount) (Electron Pos) - 2024-09-11 14:27:59
2629,2024-09-13 22:20:27+00:00,"Order (Bill No.: B2629) total amount changed from 628 to 1256 by vijay (vijay shetty). (Order modify comment: repeat) (Electron Pos) - 2024-09-13 22:21:34Order (Bill No.: B2629, Amount: 628) is created by vijay (vijay shetty), but ownership transferred to UMESH BAR (UMESH BAR) (Electron Pos) - 2024-09-13 22:20:27"
2640,2024-05-16 00:53:48+00:00,"Order (Bill No.: F2640, Amount: 32706) is created by vijay (vijay shetty), but ownership transferred to TAPASH CAP (TAPASH) (Electron Pos) - 2024-05-16 00:53:48Order (Bill No.: F2640) total amount changed from 32706 to 26165 by vijay (vijay shetty. ) (Order modify comment: ref.babuanna) (Electron Pos) - 2024-05-16 00:55:59"
2642,2024-09-14 21:58:46+00:00,Order (Bill No.: B2642) total amount changed from 2593 to 2475 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-14 22:01:32
2644,2024-09-14 22:40:33+00:00,Order (Bill No.: B2644) total amount changed from 951 to 761 by vijay (vijay shetty). Discount changed from 0 to 165. (Order modify comment: ref.sanjay sir) (Electron Pos) - 2024-09-14 22:42:17
2675,2024-09-15 22:14:11+00:00,Order (Bill No.: B2675) total amount changed from 2489 to 2376 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-15 22:17:03
2700,2024-05-17 14:31:49+00:00,"Order (Bill No.: F2700, Amount: 2657) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-17 14:31:49Order (Bill No.: F2700) total amount changed from 2657 to 2531 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-17 14:33:46"
2712,2024-09-18 22:36:14+00:00,Order (Bill No.: B2712) total amount changed from 1095 to 1045 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-18 22:42:38
2739,2024-09-20 22:11:38+00:00,Order (Bill No.: B2739) total amount changed from 2075 to 1980 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-20 22:15:35
2748,2024-09-20 23:40:32+00:00,Order (Bill No.: B2748) total amount changed from 1072 to 1023 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-20 23:43:36
2753,2024-05-18 00:23:59+00:00,"Order (Bill No.: F2753, Amount: 46856) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-05-18 00:23:59Order (Bill No.: F2753) total amount changed from 46856 to 44625 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-18 00:25:14"
2809,2024-09-25 21:49:27+00:00,Order (Bill No.: B2809) total amount changed from 922 to 880 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-25 21:52:46
2810,2024-09-25 21:52:59+00:00,Order (Bill No.: B2810) total amount changed from 1452 to 1386 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-25 21:57:27
2830,2024-05-18 23:58:39+00:00,"Order (Bill No.: F2830, Amount: 24917) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-18 23:58:39Order (Bill No.: F2830) total amount changed from 24917 to 23730 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-19 00:07:51"
2849,2024-05-19 14:52:21+00:00,"Order (Bill No.: F2849, Amount: 4217) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-19 14:52:21Order (Bill No.: F2849) total amount changed from 4217 to 4016 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-19 14:54:48"
2855,2024-05-19 15:31:10+00:00,"Order (Bill No.: F2855, Amount: 1207) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-19 15:31:10Order (Bill No.: F2855) total amount changed from 1207 to 1150 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-19 15:33:04"
2860,2024-05-19 19:12:16+00:00,Order (Bill No.: F2860) total amount changed from 4253 to 5056 by vijay (vijay shetty. ) (Order modify comment: vvskapu) (Electron Pos) - 2024-05-19 19:33:09
2861,2024-09-28 23:00:44+00:00,Order (Bill No.: B2861) total amount changed from 3613 to 3449 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-28 23:04:40
2867,2024-09-29 00:26:34+00:00,Order (Bill No.: B2867) total amount changed from 4466 to 4263 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-29 00:30:21
2869,2024-09-29 14:20:52+00:00,Order (Bill No.: B2869) total amount changed from 2057 to 1964 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-29 14:25:20
2871,2024-09-29 14:26:07+00:00,Order (Bill No.: B2871) total amount changed from 536 to 512 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-29 14:31:01
2905,2024-05-19 23:13:24+00:00,"Order (Bill No.: F2905, Amount: 4901) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-19 23:13:24Order (Bill No.: F2905) total amount changed from 4901 to 4667 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-19 23:15:36"
2910,2024-05-19 23:31:56+00:00,"Order (Bill No.: F2910, Amount: 8335) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-05-19 23:31:56Order (Bill No.: F2910) total amount changed from 8335 to 7938 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-19 23:36:36"
2953,2024-05-20 21:53:49+00:00,"Order (Bill No.: F2953, Amount: 10259) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-05-20 21:53:49Order (Bill No.: F2953) total amount changed from 10259 to 9770 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-20 21:59:33"
3062,2024-05-23 13:09:45+00:00,"Order (Bill No.: F3062, Amount: 1190) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-23 13:09:45Order (Bill No.: F3062) total amount changed from 1190 to 980 by sachindra (sachindra. ) (Order modify comment: FHRA) (Electron Pos) - 2024-05-23 13:14:20"
3089,2024-10-13 22:23:42+00:00,Order (Bill No.: B3089) total amount changed from 1383 to 1320 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-13 22:25:52
3108,2024-05-23 23:58:01+00:00,"Order (Bill No.: F3108, Amount: 3793) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-23 23:58:01Order (Bill No.: F3108) total amount changed from 3793 to 3612 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-24 00:00:51"
3122,2024-10-16 17:06:48+00:00,Order (Bill No.: B3122) total amount changed from 10661 to 8529 by sachindra (sachindra). Discount changed from 0 to 1850. (Order modify comment: MD) (Electron Pos) - 2024-10-16 17:27:21
3135,2024-10-17 20:33:02+00:00,Order (Bill No.: B3135) total amount changed from 922 to 880 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-17 20:39:47
3142,2024-10-02 15:27:32+00:00,"Order (Bill No.: F3142) total amount changed from 3059 to 2914 by Japheth (Japheth Onka). (Order modify comment: sc) (Electron Pos) - 2024-10-02 15:36:10Order (Bill No.: F3142, Amount: 3059) is created by Japheth (Japheth Onka), but ownership transferred to SUMIT (SUMIT KANAUJIYA) (Electron Pos) - 2024-10-02 15:27:32"
3150,2024-10-02 21:54:50+00:00,"Order (Bill No.: F3150) total amount changed from 3958 to 3770 by Japheth (Japheth Onka). (Order modify comment: sc) (Electron Pos) - 2024-10-02 21:58:06Order (Bill No.: F3150, Amount: 3958) is created by Japheth (Japheth Onka), but ownership transferred to ABDUL (ABDUL HABIB) (Electron Pos) - 2024-10-02 21:54:50"
3163,2024-05-25 00:26:17+00:00,"Order (Bill No.: F3163, Amount: 13847) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-25 00:26:17Order (Bill No.: F3163) total amount changed from 13847 to 13188 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-25 00:29:41"
3172,2024-05-25 14:19:49+00:00,"Order (Bill No.: F3172, Amount: 3578) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-25 14:19:49Order (Bill No.: F3172) total amount changed from 3578 to 3407 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-25 14:24:35"
3173,2024-05-25 14:20:38+00:00,Order (Bill No.: F3173) total amount changed from 1531 to 1454 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-05-25 14:26:33
3202,2024-05-25 21:39:38+00:00,"Order (Bill No.: F3202, Amount: 2911) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-05-25 21:39:38Order (Bill No.: F3202) total amount changed from 2911 to 2772 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-25 21:41:54"
3271,2024-05-26 15:11:09+00:00,"Order (Bill No.: F3271, Amount: 3324) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-26 15:11:09Order (Bill No.: F3271) total amount changed from 3324 to 3166 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-26 15:14:52"
3277,2024-05-26 16:38:01+00:00,"Order (Bill No.: F3277, Amount: 4338) is created by sachindra (sachindra), but ownership transferred to TAPASH CAP (TAPASH) (Electron Pos) - 2024-05-26 16:38:01Order (Bill No.: F3277) total amount changed from 4338 to 4132 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-26 16:48:38"
3369,2024-05-27 23:37:00+00:00,"Order (Bill No.: F3369, Amount: 2222) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-05-27 23:37:00Order (Bill No.: F3369) total amount changed from 2222 to 2116 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-27 23:40:45"
3427,2024-05-29 20:40:09+00:00,"Order (Bill No.: F3427, Amount: 6345) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-29 20:40:09Order (Bill No.: F3427) total amount changed from 6345 to 6043 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-29 20:42:45"
3446,2024-05-29 22:34:03+00:00,"Order (Bill No.: F3446, Amount: 1604) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-29 22:34:03Order (Bill No.: F3446) total amount changed from 1604 to 1528 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-29 22:36:14"
3498,2024-05-30 22:41:40+00:00,"Order (Bill No.: F3498, Amount: 4250) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-30 22:41:40Order (Bill No.: F3498) total amount changed from 4250 to 4048 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-30 22:43:32"
3517,2024-05-31 12:57:08+00:00,"Order (Bill No.: F3517, Amount: 1329) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-05-31 12:57:08Order (Bill No.: F3517) total amount changed from 1329 to 1577 by TAPASH (TAPASH. ) (Electron Pos) - 2024-05-31 13:05:44"
3523,2024-05-31 15:08:22+00:00,"Order (Bill No.: F3523, Amount: 4151) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-31 15:08:22Order (Bill No.: F3523) total amount changed from 4151 to 3953 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-05-31 15:11:01"
3574,2024-05-31 23:48:58+00:00,"Order (Bill No.: F3574, Amount: 10415) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-05-31 23:48:58Order (Bill No.: F3574) total amount changed from 10415 to 9919 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-05-31 23:55:15"
3593,2024-06-01 15:38:11+00:00,"Order (Bill No.: F3593, Amount: 1373) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-01 15:38:11Order (Bill No.: F3593) total amount changed from 1373 to 1307 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-01 15:47:58"
3623,2024-06-01 21:58:23+00:00,"Order (Bill No.: F3623, Amount: 6521) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-01 21:58:23Order (Bill No.: F3623) total amount changed from 6521 to 6211 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-01 22:00:50"
