Raw_Material,DayOfWeek,Unit,Total_Amount_Past_30days,Avg_Quantity_Current_Month,Avg_Quantity_Previous_Three_Months,Quantity_Change,PercentageChange
Almond,Thursday,Kg,1276.8000000000002,0.75,1.0833333333333335,-0.3333333333333335,-30.77
Olives Black Pitted Kitchen,Thursday,TIN,1272.388,1.5,1.0,0.5,50.0
Bell Papper Yellow,Saturday,Kg,1260.0,2.25,1.8653846153846156,0.38461538461538436,20.62
Bell Pepper Red,Saturday,Kg,1260.0,2.25,1.903846153846154,0.34615384615384603,18.18
Spinach,Friday,Kg,1248.0,8.0,11.23076923076923,-3.23076923076923,-28.77
Chicken Supreme,Tuesday,Kg,1240.0,2.0,3.0,-1.0,-33.33
Tooth Pick 500 Pc,Tuesday,PKT,1232.0,10.0,5.0,5.0,100.0
Cucumber,Tuesday,Kg,1225.0,8.75,17.07692307692308,-8.32692307692308,-48.76
Potato Starch,Friday,Kg,1214.3,10.0,6.2,3.8,61.29
Wooden Spoon,Friday,PKT,1211.124,8.0,10.0,-2.0,-20.0
Small Crab Whole,Saturday,Kg,1210.0,4.4,6.05,-1.6499999999999995,-27.27
Water Chestnuts,Friday,TIN,1205.304,12.0,10.5,1.5,14.29
Bread Crumbs Penko,Tuesday,Kg,1163.1979999999999,4.5,4.0,0.5,12.5
Elaichi Bananas,Tuesday,Kg,1160.5,2.6375,2.3791666666666664,0.25833333333333375,10.86
Elaichi Bananas,Friday,Kg,1146.0,2.02,2.937499999999999,-0.9174999999999991,-31.23
Silver Foil,Friday,PCS,1132.8,4.0,5.833333333333333,-1.833333333333333,-31.43
Ginger,Monday,Kg,1110.0,3.75,3.0,0.75,25.0
Kaju Whole,Wednesday,Kg,1092.0,1.0,0.5,0.5,100.0
Ginger,Saturday,Kg,1091.5,3.6875,1.9807692307692308,1.7067307692307692,86.17
Silver Container 450 Ml,Friday,PKT,1075.2,4.0,3.6,0.3999999999999999,11.11
Silver Container 450 Ml,Sunday,PKT,1075.2,4.0,3.5,0.5,14.29
Malai Kulfi,Friday,PCS,1062.0,30.0,25.0,5.0,20.0
Malai Kulfi,Saturday,PCS,1062.0,30.0,17.77777777777778,12.222222222222221,68.75
Crab Whole Big,Friday,Kg,1050.0,1.0,1.4,-0.3999999999999999,-28.57
Asparagus,Monday,Kg,1040.0,0.5,0.625,-0.125,-20.0
Kaju Whole,Thursday,Kg,1039.5,0.5,0.6,-0.09999999999999998,-16.67
Capsicum,Wednesday,Kg,1014.0,3.9,3.0769230769230775,0.8230769230769224,26.75
Baby Corn,Thursday,Kg,1008.0,1.6,1.0833333333333335,0.5166666666666666,47.69
Tea Light Candle,Tuesday,PKT,1008.0,3.0,4.0,-1.0,-25.0
Vanilla Md Ice Cream,Friday,LTR,1006.752,8.0,7.0,1.0,14.29
Vanilla Md Ice Cream,Thursday,LTR,1006.728,8.0,10.0,-2.0,-20.0
Tea Darjeeling,Monday,PKT,999.0,1.0,2.0,-1.0,-50.0
Tomato Ketchup,Thursday,BTL,997.54,12.0,17.0,-5.0,-29.41
Medium Prawns,Friday,Kg,990.0,1.8,3.8333333333333335,-2.033333333333333,-53.04
Hing Powder,Wednesday,BTL,989.1,6.0,2.0,4.0,200.0
Kaju Whole,Saturday,Kg,987.0,1.0,0.5,0.5,100.0
Bell Pepper Red,Thursday,Kg,980.0,1.4,1.6607142857142856,-0.2607142857142857,-15.7
Garam Masala,Thursday,Kg,966.0,2.0,1.0,1.0,100.0
Dukes Soda,Tuesday,BTL,960.0,120.0,152.0,-32.0,-21.05
Oreo Biscuit,Monday,PKT,950.0,23.75,18.333333333333332,5.416666666666668,29.55
Steel Scrubber,Saturday,PCS,948.72,28.0,36.0,-8.0,-22.22
Cauliflower,Thursday,Kg,946.0,4.3,3.6153846153846154,0.6846153846153844,18.94
Bell Papper Yellow,Tuesday,Kg,945.0,1.6875,1.096153846153846,0.591346153846154,53.95
Bell Pepper Red,Tuesday,Kg,945.0,1.6875,1.1875,0.5,42.11
Kasuri Methi,Saturday,PKT,945.0,10.0,8.0,2.0,25.0
Kasuri Methi,Wednesday,PKT,945.0,10.0,8.0,2.0,25.0
Bread Crumbs Penko,Thursday,Kg,941.872,8.0,3.6,4.4,122.22
Capsico Sauce,Tuesday,BTL,912.98,12.0,5.0,7.0,140.0
Green Chilly,Sunday,Kg,912.0,4.0,3.0384615384615383,0.9615384615384617,31.65
Bell Papper Yellow,Thursday,Kg,910.0,1.3,1.5357142857142858,-0.23571428571428577,-15.35
Bell Pepper Red,Wednesday,Kg,910.0,1.3,0.903846153846154,0.3961538461538461,43.83
Apple,Thursday,Kg,900.0,1.6666666666666667,2.090909090909091,-0.4242424242424241,-20.29
Oreo Biscuit,Thursday,PKT,900.0,15.0,18.454545454545457,-3.454545454545457,-18.72
Sambal Oleal Sauce,Thursday,BTL,894.99,5.0,3.0,2.0,66.67
Pineapple Fruit,Saturday,Kg,894.0,3.725,7.4,-3.6750000000000003,-49.66
Ginger,Thursday,Kg,888.0,2.4,2.071428571428571,0.32857142857142874,15.86
Rich Whip Topping Cream,Thursday,PKT,883.396,2.0,2.4,-0.3999999999999999,-16.67
Chopsuey Noodles,Sunday,Kg,880.0,3.6666666666666665,3.0,0.6666666666666665,22.22
Wonton Patta,Thursday,PKT,880.0,2.6666666666666665,3.6,-0.9333333333333336,-25.93
Idli Wada,Wednesday,PCS,870.0,8.0,7.105263157894737,0.8947368421052628,12.59
Rich Cooking Cream,Wednesday,PKT,851.772,4.0,3.0,1.0,33.33
Dolly Paper Small,Friday,PKT,849.6,12.0,9.666666666666668,2.333333333333332,24.14
Bell Papper Yellow,Monday,Kg,840.0,1.5,1.7692307692307694,-0.2692307692307694,-15.22
Coconut Big,Friday,PCS,840.0,12.0,17.857142857142858,-5.857142857142858,-32.8
Diet Coke,Saturday,CAN,840.0,24.0,60.0,-36.0,-60.0
Paper Straw,Tuesday,PKT,826.0,20.0,9.0,11.0,122.22
Green Lemon,Tuesday,Kg,825.0,5.5,4.7,0.7999999999999998,17.02
7 Up,Monday,BTL,816.005,48.0,24.0,24.0,100.0
American Corn,Sunday,Kg,814.0,2.75,2.2083333333333335,0.5416666666666665,24.53
Elaichi Bananas,Saturday,Kg,808.5,1.8375000000000001,2.972727272727272,-1.135227272727272,-38.19
Bell Papper Yellow,Wednesday,Kg,805.0,1.15,0.7307692307692307,0.4192307692307692,57.37
Oreo Biscuit,Tuesday,PKT,800.0,40.0,17.636363636363637,22.363636363636363,126.8
Steam Noodles,Sunday,Kg,800.0,3.3333333333333335,3.0,0.3333333333333335,11.11
Assam Tea,Monday,PKT,799.0,1.0,2.0,-1.0,-50.0
Pitambari,Monday,PKT,792.96,24.0,20.0,4.0,20.0
Register Book,Tuesday,NOS,790.0,4.0,6.0,-2.0,-33.33
Asparagus,Saturday,Kg,780.0,0.75,0.5,0.25,50.0
Broccoli,Tuesday,Kg,780.0,1.0,1.9615384615384615,-0.9615384615384615,-49.02
Veg Mayonnaise,Wednesday,BTL,772.8,6.0,4.666666666666667,1.333333333333333,28.57
Rawas Fish,Thursday,Kg,770.0,1.4,4.166666666666667,-2.766666666666667,-66.4
Cabbage,Thursday,Kg,768.0,4.8,4.230769230769231,0.569230769230769,13.45
Daliya,Wednesday,Kg,768.0,3.0,3.3749999999999996,-0.37499999999999956,-11.11
French Fries 9mm,Tuesday,PKT,764.12,2.0,1.8,0.19999999999999996,11.11
Green Peas,Friday,PKT,760.0,4.0,2.5999999999999996,1.4000000000000004,53.85
Wafer Potatos,Tuesday,Kg,758.0,8.0,9.222222222222221,-1.2222222222222214,-13.25
Khas Khas,Thursday,Kg,756.0,0.5,0.25,0.25,100.0
Mop Refill,Saturday,NOS,755.2,4.0,4.666666666666667,-0.666666666666667,-14.29
Silver Container 750 Ml,Saturday,PKT,755.2,2.0,3.0,-1.0,-33.33
Bombil,Thursday,Kg,750.0,2.5,2.95,-0.4500000000000002,-15.25
Idli Rava,Wednesday,Kg,740.0,7.5,8.333333333333334,-0.8333333333333339,-10.0
Bor Chilli,Wednesday,Kg,735.0,1.0,2.0,-1.0,-50.0
Chinese Cabbage,Thursday,Kg,720.0,1.2,0.576923076923077,0.623076923076923,108.0
Caustic Soda,Monday,PKT,708.0,6.0,5.0,1.0,20.0
Dolly Paper Small,Monday,PKT,708.0,10.0,20.0,-10.0,-50.0
Cauliflower,Friday,Kg,704.0,4.0,3.0,1.0,33.33
American Corn,Saturday,Kg,703.0,2.375,2.090909090909091,0.28409090909090917,13.59
Coconut Big,Tuesday,PCS,700.0,10.0,11.777777777777777,-1.7777777777777768,-15.09
Spring Onion,Thursday,Kg,700.0,2.8,2.107142857142857,0.6928571428571426,32.88
Baby Corn,Saturday,Kg,693.0,1.8333333333333333,1.5769230769230766,0.2564102564102566,16.26
Hariyali Mawa,Tuesday,Kg,693.0,2.0,1.0,1.0,100.0
Banana Leaf,Friday,PCS,680.0,21.25,23.636363636363637,-2.3863636363636367,-10.1
Capsicum,Friday,Kg,676.0,3.25,3.7307692307692304,-0.4807692307692304,-12.89
Iceberg Lettuce,Saturday,Kg,675.0,2.25,0.9722222222222222,1.2777777777777777,131.43
Iceberg Lettuce,Sunday,Kg,675.0,1.125,1.3181818181818181,-0.19318181818181812,-14.66
Hing Powder,Saturday,BTL,659.4,4.0,6.0,-2.0,-33.33
Hing Powder,Thursday,BTL,659.4,4.0,5.0,-1.0,-20.0
Bread Crumbs Penko,Monday,Kg,654.78,5.0,4.25,0.75,17.65
Bread Crumbs Penko,Wednesday,Kg,654.78,5.0,4.5,0.5,11.11
Capsicum,Tuesday,Kg,650.0,3.125,2.5384615384615383,0.5865384615384617,23.11
Spring Onion,Wednesday,Kg,650.0,2.6,2.1538461538461537,0.44615384615384635,20.71
Nature Jaggery,Saturday,PKT,642.5999999999999,4.5,3.5,1.0,28.57
Banana Leaf,Sunday,PCS,640.0,20.0,23.846153846153843,-3.846153846153843,-16.13
Banana Leaf,Tuesday,PCS,640.0,20.0,17.307692307692307,2.6923076923076934,15.56
Banana Leaf,Wednesday,PCS,640.0,16.0,20.0,-4.0,-20.0
Castor Sugar,Wednesday,Kg,630.0,5.0,8.333333333333332,-3.333333333333332,-40.0
Kishmish,Thursday,Kg,630.0,1.0,0.875,0.125,14.29
Cheese Mascarpone,Monday,Kg,628.066,0.8,1.0,-0.19999999999999996,-20.0
Green Chilly,Saturday,Kg,627.0,2.75,3.230769230769231,-0.48076923076923084,-14.88
Green Chilly,Wednesday,Kg,627.0,2.2,2.8846153846153846,-0.6846153846153844,-23.73
Chilli Sauce,Tuesday,BTL,623.66,12.0,6.0,6.0,100.0
Avocado Imp,Friday,Kg,616.0,0.7,0.6000000000000001,0.09999999999999987,16.67
Dolly Paper Small,Saturday,PKT,616.0,10.0,19.0,-9.0,-47.37
Chinese Cabbage,Saturday,Kg,600.0,1.25,0.8461538461538461,0.40384615384615385,47.73
Chinese Cabbage,Sunday,Kg,600.0,1.25,0.9166666666666666,0.33333333333333337,36.36
Khichiya Papad,Friday,PKT,600.0,6.0,5.0,1.0,20.0
Spring Onion,Monday,Kg,600.0,3.0,2.4230769230769234,0.5769230769230766,23.81
Sweet Corn Cream,Wednesday,TIN,595.75,8.0,6.0,2.0,33.33
American Corn,Monday,Kg,592.0,2.0,2.3846153846153846,-0.3846153846153846,-16.13
Idli Wada,Tuesday,PCS,580.0,8.0,9.352941176470589,-1.3529411764705888,-14.47
Yellow Zucchini,Saturday,Kg,580.0,1.25,1.0454545454545454,0.20454545454545459,19.57
Apple,Friday,Kg,576.0,1.6,1.8636363636363638,-0.26363636363636367,-14.15
Skull Cap,Friday,PKT,566.4,6.0,9.0,-3.0,-33.33
Steel Scrubber,Monday,PCS,566.4,24.0,18.0,6.0,33.33
Brinjal Big,Sunday,Kg,560.0,2.3333333333333335,2.0,0.3333333333333335,16.67
Chopsuey Noodles,Friday,Kg,560.0,3.5,4.0,-0.5,-12.5
Bombil,Tuesday,Kg,555.0,3.7,3.0,0.7000000000000002,23.33
Celery Leaves,Wednesday,Kg,540.0,0.9,0.6136363636363636,0.2863636363636364,46.67
Methi Fresh,Monday,Kg,528.0,2.75,2.1923076923076925,0.5576923076923075,25.44
Snow Peas,Wednesday,Kg,525.0,0.25,0.28125,-0.03125,-11.11
Green Zucchini,Monday,Kg,522.0,1.125,0.9615384615384615,0.16346153846153855,17.0
Pok Choy,Thursday,Kg,522.0,0.9,0.7857142857142858,0.11428571428571421,14.55
Asparagus,Sunday,Kg,520.0,0.5,0.6666666666666666,-0.16666666666666663,-25.0
Ginger,Sunday,Kg,518.0,1.75,2.1538461538461537,-0.40384615384615374,-18.75
Cabbage,Wednesday,Kg,512.0,3.2,2.8000000000000003,0.3999999999999999,14.29
Sambhar Masala,Friday,PKT,511.358,4.5,4.0,0.5,12.5
Muskmelon,Wednesday,Kg,511.0,2.433333333333333,1.8,0.6333333333333331,35.19
Celery Leaves,Monday,Kg,510.0,1.0625,0.7708333333333333,0.29166666666666674,37.84
Avocado Imp,Saturday,Kg,504.0,0.6,0.5,0.09999999999999998,20.0
Baby Corn,Wednesday,Kg,504.0,1.0,0.8888888888888888,0.11111111111111116,12.5
Sada Mawa,Saturday,Kg,504.0,0.75,0.5833333333333334,0.16666666666666663,28.57
Bread Crumbs Penko,Saturday,Kg,502.528,4.0,5.333333333333333,-1.333333333333333,-25.0
Spring Onion,Tuesday,Kg,500.0,2.5,2.1153846153846154,0.3846153846153846,18.18
Roasted Almond Slice Kulfi,Sunday,PCS,495.6,10.0,5.0,5.0,100.0
Badi Sunf,Thursday,Kg,483.0,2.0,1.5,0.5,33.33
Banana Leaf,Monday,PCS,480.0,15.0,17.5,-2.5,-14.29
Chopsuey Noodles,Saturday,Kg,480.0,2.0,3.5714285714285716,-1.5714285714285716,-44.0
Chopsuey Noodles,Thursday,Kg,480.0,2.0,3.666666666666667,-1.666666666666667,-45.45
Chopsuey Noodles,Wednesday,Kg,480.0,3.0,2.0,1.0,50.0
Steam Noodles,Saturday,Kg,480.0,2.0,2.8,-0.7999999999999998,-28.57
Steam Noodles,Thursday,Kg,480.0,2.0,3.0,-1.0,-33.33
Steam Noodles,Tuesday,Kg,480.0,2.0,3.0,-1.0,-33.33
Cabbage,Saturday,Kg,464.0,3.625,4.076923076923077,-0.45192307692307665,-11.08
Yellow Zucchini,Sunday,Kg,464.0,1.0,1.3499999999999999,-0.34999999999999987,-25.93
Capsico Sauce,Friday,BTL,461.26,6.0,12.0,-6.0,-50.0
Capsico Sauce,Wednesday,BTL,461.26,6.0,12.0,-6.0,-50.0
Sabudana,Wednesday,Kg,450.0,5.0,4.2,0.7999999999999998,19.05
Wafer Chips,Friday,PKT,450.0,2.0,2.3333333333333335,-0.3333333333333335,-14.29
Cabbage,Sunday,Kg,448.0,3.5,4.1923076923076925,-0.6923076923076925,-16.51
Rai,Saturday,Kg,446.25,2.5,1.5,1.0,66.67
Ginger,Tuesday,Kg,444.0,1.5,2.1153846153846154,-0.6153846153846154,-29.09
Papaya,Wednesday,Kg,442.0,2.21,3.1923076923076925,-0.9823076923076925,-30.77
Dhaniya Whole,Thursday,Kg,441.0,1.5,2.0,-0.5,-25.0
Cauliflower,Monday,Kg,440.0,2.5,4.3076923076923075,-1.8076923076923075,-41.96
Wonton Patta,Wednesday,PKT,440.0,4.0,2.0,2.0,100.0
Khajur,Thursday,Kg,436.8,3.0,2.6666666666666665,0.3333333333333335,12.5
Peanut Roasted,Wednesday,Kg,436.8,2.0,3.0,-1.0,-33.33
Sweet Corn Cream,Friday,TIN,430.484,6.0,5.333333333333333,0.666666666666667,12.5
Ginger,Wednesday,Kg,428.0,1.1,1.7083333333333333,-0.6083333333333332,-35.61
Muskmelon,Sunday,Kg,427.0,2.0333333333333337,2.541666666666667,-0.5083333333333333,-20.0
Rich Cooking Cream,Thursday,PKT,425.886,2.0,3.0,-1.0,-33.33
Peri Peri Masala,Wednesday,Kg,421.736,1.0,2.0,-1.0,-50.0
Imli,Saturday,Kg,420.0,1.5,2.0,-0.5,-25.0
Papaya,Saturday,Kg,420.0,3.5,2.618181818181818,0.8818181818181818,33.68
Paper Straw,Thursday,PKT,413.0,10.0,20.0,-10.0,-50.0
American Corn,Friday,Kg,407.0,1.375,2.2727272727272725,-0.8977272727272725,-39.5
American Corn,Thursday,Kg,407.0,1.1,1.6666666666666665,-0.5666666666666664,-34.0
Green Zucchini,Friday,Kg,406.0,0.875,1.0416666666666667,-0.16666666666666674,-16.0
Green Zucchini,Thursday,Kg,406.0,0.875,1.1666666666666667,-0.29166666666666674,-25.0
Pok Choy,Saturday,Kg,406.0,0.875,1.0384615384615385,-0.16346153846153855,-15.74
Yellow Zucchini,Friday,Kg,406.0,1.1666666666666667,0.9230769230769231,0.2435897435897436,26.39
Yellow Zucchini,Monday,Kg,406.0,1.1666666666666667,0.8461538461538461,0.3205128205128206,37.88
Yellow Zucchini,Thursday,Kg,406.0,0.875,1.05,-0.17500000000000004,-16.67
Paper Straw,Sunday,PKT,403.2,12.0,10.0,2.0,20.0
Oreo Biscuit,Saturday,PKT,400.0,20.0,15.0,5.0,33.33
Pomegranate (anar),Tuesday,Kg,400.0,1.0,0.5,0.5,100.0
White Phenyle,Monday,LTR,396.48,12.0,9.75,2.25,23.08
French Fries 9mm,Thursday,PKT,393.064,1.0,1.5,-0.5,-33.33
Pineapple Juice,Friday,PKT,392.28,4.0,36.0,-32.0,-88.89
Raddish,Wednesday,Kg,391.0,2.875,2.5,0.375,15.0
Pineapple Slice,Wednesday,TIN,390.768,4.0,3.0,1.0,33.33
Tofu,Tuesday,Kg,390.0,0.75,0.8333333333333334,-0.08333333333333337,-10.0
Cabbage,Friday,Kg,384.0,3.0,3.846153846153846,-0.8461538461538458,-22.0
Cabbage,Tuesday,Kg,384.0,3.0,3.75,-0.75,-20.0
Chicken Tandoori,Friday,Kg,384.0,1.6,2.35,-0.75,-31.91
Methi Fresh,Friday,Kg,384.0,2.0,1.7692307692307692,0.23076923076923084,13.04
Mop Refill,Sunday,NOS,377.6,4.0,2.0,2.0,100.0
Tomato Ketchup Sachet,Friday,PKT,377.194,5.0,4.0,1.0,25.0
Bread Crumbs Penko,Friday,Kg,376.647,3.0,4.4,-1.4000000000000004,-31.82
Avocado Imp,Monday,Kg,375.0,0.5,0.75,-0.25,-33.33
8 To 9 Sauce,Wednesday,BTL,373.878,6.0,8.0,-2.0,-25.0
American Corn,Wednesday,Kg,370.0,1.6666666666666667,1.1363636363636365,0.5303030303030303,46.67
Celery Leaves,Thursday,Kg,360.0,0.6,0.8653846153846154,-0.26538461538461544,-30.67
Sev,Saturday,Kg,360.0,1.5,5.0,-3.5,-70.0
Paper Straw,Monday,PKT,354.0,10.0,40.0,-30.0,-75.0
Mint Leaves,Thursday,Kg,350.0,1.4,1.0,0.3999999999999999,40.0
Pok Choy,Friday,Kg,348.0,0.75,0.9999999999999999,-0.2499999999999999,-25.0
Pok Choy,Monday,Kg,348.0,0.75,0.9230769230769231,-0.17307692307692313,-18.75
Pok Choy,Wednesday,Kg,348.0,0.6,0.5,0.09999999999999998,20.0
Hariyali Mawa,Sunday,Kg,346.5,1.0,2.0,-1.0,-50.0
Muskmelon,Friday,Kg,336.0,2.4,1.9785714285714286,0.42142857142857126,21.3
Sada Mawa,Monday,Kg,336.0,0.5,1.0,-0.5,-50.0
Sada Mawa,Thursday,Kg,336.0,0.5,0.625,-0.125,-20.0
Soya Keema,Wednesday,Kg,330.0,3.0,3.8,-0.7999999999999998,-21.05
Fresh Basil,Thursday,Kg,327.6,0.48749999999999993,0.7090909090909091,-0.22159090909090917,-31.25
Fresh Red Chilly,Monday,Kg,325.0,0.625,0.5153846153846153,0.10961538461538467,21.27
Brinjal Big,Monday,Kg,320.0,2.0,2.2222222222222223,-0.22222222222222232,-10.0
Chicken Carcass (haddi),Friday,Kg,320.0,8.0,6.4,1.5999999999999996,25.0
Steam Noodles,Friday,Kg,320.0,4.0,2.75,1.25,45.45
Steam Noodles,Wednesday,Kg,320.0,2.0,3.0,-1.0,-33.33
Mint Leaves,Wednesday,Kg,312.5,1.25,1.0769230769230769,0.17307692307692313,16.07
Methi Fresh,Thursday,Kg,312.0,1.3,1.8076923076923077,-0.5076923076923077,-28.09
Avocado Imp,Tuesday,Kg,308.0,0.35,0.6,-0.25,-41.67
Celery Leaves,Sunday,Kg,300.0,0.625,0.9318181818181819,-0.3068181818181819,-32.93
Chinese Cabbage,Tuesday,Kg,300.0,0.8333333333333334,0.75,0.08333333333333337,11.11
Mint Leaves,Friday,Kg,300.0,1.5,1.2115384615384617,0.2884615384615383,23.81
Ukda Rice Brown,Thursday,Kg,296.0,3.7,2.0,1.7000000000000002,85.0
Dhaniya Whole,Wednesday,Kg,294.0,2.0,1.5,0.5,33.33
Fresh Basil,Monday,Kg,294.0,0.875,0.75,0.125,16.67
Fresh Basil,Wednesday,Kg,294.0,0.875,0.4375,0.4375,100.0
Khajur,Saturday,Kg,291.2,2.0,3.0,-1.0,-33.33
Khajur,Wednesday,Kg,291.2,2.0,3.0,-1.0,-33.33
Drum Stick,Friday,Kg,285.0,1.5,1.0,0.5,50.0
Drum Stick,Wednesday,Kg,285.0,1.5,1.3333333333333333,0.16666666666666674,12.5
Papaya,Friday,Kg,280.0,2.3333333333333335,2.933333333333333,-0.5999999999999996,-20.45
Laung,Saturday,Kg,275.625,0.25,0.5,-0.25,-50.0
Chicken Masala,Saturday,PKT,270.9,3.0,4.0,-1.0,-25.0
Celery Leaves,Friday,Kg,270.0,0.5625,0.9423076923076923,-0.3798076923076923,-40.31
Celery Leaves,Saturday,Kg,270.0,0.5625,0.7499999999999999,-0.1874999999999999,-25.0
Rai,Wednesday,Kg,267.75,3.0,2.0,1.0,50.0
Cauliflower,Wednesday,Kg,264.0,1.5,2.5555555555555554,-1.0555555555555554,-41.3
Chicken Carcass (haddi),Wednesday,Kg,260.0,4.333333333333333,5.25,-0.916666666666667,-17.46
Muskmelon,Tuesday,Kg,259.0,1.85,2.6149999999999998,-0.7649999999999997,-29.25
Check Duster,Monday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Saturday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Tuesday,PCS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Monday,NOS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Saturday,NOS,252.0,24.0,16.0,8.0,50.0
Floor Duster,Tuesday,NOS,252.0,24.0,15.0,9.0,60.0
Fresh Basil,Saturday,Kg,252.0,0.375,0.625,-0.25,-40.0
Muskmelon,Monday,Kg,252.0,1.8,2.6666666666666665,-0.8666666666666665,-32.5
Baby Potato,Saturday,Kg,240.0,1.6666666666666667,1.4,0.26666666666666683,19.05
Methi Fresh,Wednesday,Kg,240.0,1.25,1.409090909090909,-0.15909090909090895,-11.29
Rajma Chitra,Thursday,Kg,240.0,1.0,5.666666666666666,-4.666666666666666,-82.35
Drum Stick,Sunday,Kg,237.5,1.25,1.0,0.25,25.0
Mint Leaves,Tuesday,Kg,237.5,1.1875,0.8076923076923077,0.3798076923076923,47.02
Gulab Badam Slice Kulfi,Monday,PCS,236.0,5.0,10.0,-5.0,-50.0
Lady Finger,Sunday,Kg,230.0,1.6666666666666665,1.3636363636363635,0.303030303030303,22.22
Green Lemon,Wednesday,Kg,225.0,3.0,5.833333333333333,-2.833333333333333,-48.57
Iceberg Lettuce,Thursday,Kg,225.0,0.5,1.40625,-0.90625,-64.44
Iceberg Lettuce,Tuesday,Kg,225.0,1.5,1.0,0.5,50.0
Mint Leaves,Monday,Kg,225.0,1.125,1.3846153846153846,-0.2596153846153846,-18.75
Mint Leaves,Saturday,Kg,225.0,1.125,1.2884615384615385,-0.16346153846153855,-12.69
American Corn,Tuesday,Kg,222.0,1.0,1.2999999999999998,-0.2999999999999998,-23.08
Cauliflower,Tuesday,Kg,220.0,1.25,4.611111111111111,-3.3611111111111107,-72.89
Wonton Patta,Friday,PKT,220.0,2.0,3.2500000000000004,-1.2500000000000004,-38.46
Wonton Patta,Monday,PKT,220.0,2.0,3.166666666666667,-1.166666666666667,-36.84
Parsley Leaves,Wednesday,Kg,218.4,0.26666666666666666,0.475,-0.20833333333333331,-43.86
Red Pumpkin,Monday,Kg,216.0,4.0,4.5,-0.5,-11.11
Bhavnagri Chilly,Sunday,Kg,210.0,1.5,0.875,0.625,71.43
Fresh Basil,Friday,Kg,210.0,0.625,0.8,-0.17500000000000004,-21.88
White Vinegar,Saturday,BTL,208.648,6.0,12.0,-6.0,-50.0
Chicken Carcass (haddi),Monday,Kg,200.0,10.0,5.75,4.25,73.91
Chicken Carcass (haddi),Sunday,Kg,200.0,10.0,6.166666666666667,3.833333333333333,62.16
Mint Leaves,Sunday,Kg,200.0,1.0,1.4423076923076923,-0.4423076923076923,-30.67
Small Brinjel,Sunday,Kg,200.0,1.25,0.875,0.375,42.86
White Butter,Sunday,Kg,200.0,0.5,0.25,0.25,100.0
Ghati Masala,Tuesday,Kg,198.0,0.6,1.0,-0.4,-40.0
Baby Potato,Wednesday,Kg,192.0,1.3333333333333333,1.5714285714285714,-0.23809523809523814,-15.15
Methi Fresh,Tuesday,Kg,192.0,2.0,1.0,1.0,100.0
Ragi Atta,Wednesday,Kg,190.0,2.0,3.0,-1.0,-33.33
Rose Water,Tuesday,BTL,189.45,5.0,2.0,3.0,150.0
Beetroots,Sunday,Kg,187.0,1.8333333333333333,0.8571428571428571,0.9761904761904762,113.89
Bread Slice,Monday,PKT,181.0,1.5,2.0,-0.5,-25.0
Celery Leaves,Tuesday,Kg,180.0,0.5,0.9166666666666666,-0.41666666666666663,-45.45
French Lettuce Green,Monday,Kg,180.0,0.3333333333333333,0.5,-0.16666666666666669,-33.33
Cinnamon (dalchini),Saturday,Kg,178.5,0.5,1.0,-0.5,-50.0
Rai,Thursday,Kg,178.5,2.0,1.75,0.25,14.29
Green Zucchini,Tuesday,Kg,174.0,0.75,0.8636363636363636,-0.11363636363636365,-13.16
Dhaniya Powder,Saturday,Kg,168.0,1.0,2.0,-1.0,-50.0
Lemon Leaves,Sunday,Kg,168.0,0.1,0.07500000000000001,0.024999999999999994,33.33
White Phenyle,Saturday,LTR,165.2,5.0,11.0,-6.0,-54.55
Brinjal Big,Saturday,Kg,160.0,2.0,2.6666666666666665,-0.6666666666666665,-25.0
Brinjal Big,Wednesday,Kg,160.0,2.0,2.4,-0.3999999999999999,-16.67
Chopsuey Noodles,Monday,Kg,160.0,2.0,3.333333333333333,-1.333333333333333,-40.0
Sevai,Friday,PKT,160.0,4.0,3.5,0.5,14.29
Steam Noodles,Monday,Kg,160.0,2.0,3.1666666666666665,-1.1666666666666665,-36.84
Sevai,Thursday,PKT,156.0,2.0,4.0,-2.0,-50.0
Peanut Raw,Saturday,Kg,153.3,1.0,2.0,-1.0,-50.0
Peanut Raw,Thursday,Kg,153.3,1.0,1.6666666666666667,-0.6666666666666667,-40.0
Sweet Potato,Saturday,Kg,150.0,1.0,2.0,-1.0,-50.0
Pandi Chilli,Saturday,Kg,147.0,0.5,1.0,-0.5,-50.0
Baby Potato,Monday,Kg,144.0,1.5,1.8,-0.30000000000000004,-16.67
Steel Scrubber,Sunday,PCS,141.6,12.0,30.0,-18.0,-60.0
Bhavnagri Chilly,Thursday,Kg,140.0,1.0,0.8333333333333334,0.16666666666666663,20.0
Makai Atta,Wednesday,Kg,140.0,2.0,3.166666666666667,-1.166666666666667,-36.84
French Lettuce Green,Wednesday,Kg,135.0,0.375,0.3,0.07500000000000001,25.0
Red Pumpkin,Friday,Kg,135.0,2.5,3.0,-0.5,-16.67
Red Pumpkin,Wednesday,Kg,135.0,5.0,2.2,2.8,127.27
Muskmelon,Saturday,Kg,133.0,1.9,1.6666666666666667,0.23333333333333317,14.0
