KOT_No_,Price,Customer_Phone,Order_Type_year,Order_Type_month,Order_Type_day,Order_Type_hour,Status_year,Status_month,Status_day,Status_hour,Old_Value_year,Old_Value_month,Old_Value_day,Old_Value_hour,New_Value_year,New_Value_month,New_Value_day,New_Value_hour,Created_year,Created_month,Created_day,Created_hour,Complete_Duration_year,Complete_Duration_month,Complete_Duration_day,Complete_Duration_hour,Customer_Name_year,Customer_Name_month,Customer_Name_day,Customer_Name_hour,Item_Name_year,Item_Name_month,Item_Name_day,Item_Name_hour,Reason_year,Reason_month,Reason_day,Reason_hour,Bill_Print_Date_year,Bill_Print_Date_month,Bill_Print_Date_day,Bill_Print_Date_hour,Item_Modified_Date_year,Item_Modified_Date_month,Item_Modified_Date_day,Item_Modified_Date_hour,KOT_Item_Status_year,KOT_Item_Status_month,KOT_Item_Status_day,KOT_Item_Status_hour,User_year,User_month,User_day,User_hour
-0.44439101511497553,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
0.5552232762753438,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,2,7,21,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,7.0,21.0,,,,,,,,
2.027382505413814,,-0.02262163431139612,,,,,,,,,,,,,,,,,2024,3,9,22,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,9.0,23.0,,,,,,,,
-0.44439101511497553,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
-1.1441210190881992,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,1,17,13,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,17.0,14.0,,,,,,,,
0.5733980815733496,,-0.02229745343989408,,,,,,,,,,,,,,,,,2024,1,10,22,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,10.0,22.0,,,,,,,,
-1.0259847846511614,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,20.0,,,,,,,,
-0.12633192239987392,,-0.02276050530299949,,,,,,,,,,,,,,,,,2024,2,7,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,7.0,21.0,,,,,,,,
-0.44439101511497553,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
1.4457887358776282,,-0.025476931862240905,,,,,,,,,,,,,,,,,2024,5,19,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,19.0,23.0,,,,,,,,
1.4367013332286254,,-0.025476931862240905,,,,,,,,,,,,,,,,,2024,5,19,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,19.0,23.0,,,,,,,,
0.35530041799727996,,-0.025473754287498852,,,,,,,,,,,,,,,,,2024,5,22,22,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,22.0,22.0,,,,,,,,
0.05541613058018414,,-0.02276050530299949,,,,,,,,,,,,,,,,,2024,2,7,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,7.0,20.0,,,,,,,,
-0.308079975379932,,-0.02262296274877813,,,,,,,,,,,,,,,,,2024,6,12,21,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,12.0,21.0,,,,,,,,
-0.9441981608101352,,-0.048246632137829655,,,,,,,,,,,,,,,,,2024,1,24,19,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,24.0,19.0,,,,,,,,
-0.5352650416050045,,-0.022093535662581303,,,,,,,,,,,,,,,,,2024,1,1,14,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,1.0,14.0,,,,,,,,
-0.39895400186996105,,-0.022131147083472788,,,,,,,,,,,,,,,,,2024,1,14,14,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,14.0,14.0,,,,,,,,
-1.0259847846511614,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,20.0,,,,,,,,
-0.39895400186996105,,-0.022931949672890126,,,,,,,,,,,,,,,,,2024,2,24,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,24.0,20.0,,,,,,,,
0.8823697716394483,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,2,11,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,11.0,21.0,,,,,,,,
-0.3535169886249465,,-0.022620037372595294,,,,,,,,,,,,,,,,,2024,8,8,20,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,8.0,20.0,,,,,,,,
2.5271896511089738,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,3,2,23,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,2.0,23.0,,,,,,,,
-0.15359413034688263,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,15,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
-0.48982802835999006,,-0.022296845141100138,,,,,,,,,,,,,,,,,2024,2,16,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,16.0,20.0,,,,,,,,
-0.5625272495520133,,-0.02262089649887237,,,,,,,,,,,,,,,,,2024,8,30,20,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,30.0,20.0,,,,,,,,
0.05541613058018414,,-0.02276050530299949,,,,,,,,,,,,,,,,,2024,2,7,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,7.0,20.0,,,,,,,,
0.35530041799727996,,-0.025473754287498852,,,,,,,,,,,,,,,,,2024,5,22,22,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,22.0,22.0,,,,,,,,
-0.09906971445286522,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,19.0,,,,,,,,
0.20990197561323348,,-0.02262536749265407,,,,,,,,,,,,,,,,,2024,5,16,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,16.0,21.0,,,,,,,,
-1.0259847846511614,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,20.0,,,,,,,,
-0.308079975379932,,-0.02262296274877813,,,,,,,,,,,,,,,,,2024,6,12,21,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,12.0,21.0,,,,,,,,
-0.15359413034688263,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,15,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
-0.3535169886249465,,-0.022620037372595294,,,,,,,,,,,,,,,,,2024,8,8,20,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,8.0,20.0,,,,,,,,
1.4457887358776282,,-0.025476931862240905,,,,,,,,,,,,,,,,,2024,5,19,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,19.0,23.0,,,,,,,,
-0.44439101511497553,,-0.02258291418424713,,,,,,,,,,,,,,,,,2024,9,15,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,15.0,,,,,,,,
1.4367013332286254,,-0.025476931862240905,,,,,,,,,,,,,,,,,2024,5,19,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,19.0,23.0,,,,,,,,
-0.48982802835999006,,-0.022296845141100138,,,,,,,,,,,,,,,,,2024,2,16,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,16.0,20.0,,,,,,,,
-0.39895400186996105,,-0.022931949672890126,,,,,,,,,,,,,,,,,2024,2,24,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,24.0,20.0,,,,,,,,
-0.5625272495520133,,-0.02262089649887237,,,,,,,,,,,,,,,,,2024,8,30,20,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,30.0,20.0,,,,,,,,
2.5271896511089738,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,3,2,23,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,2.0,23.0,,,,,,,,
0.08267833852719285,,-0.02262236599821085,,,,,,,,,,,,,,,,,2024,9,12,22,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,12.0,22.0,,,,,,,,
0.6188350948183642,,-0.02659778539485197,,,,,,,,,,,,,,,,,2024,9,13,23,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,13.0,23.0,,,,,,,,
0.16446496236821898,,-0.0240828344145441,,,,,,,,,,,,,,,,,2024,5,6,22,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,6.0,22.0,,,,,,,,
0.05541613058018414,,-0.02276050530299949,,,,,,,,,,,,,,,,,2024,2,7,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,7.0,20.0,,,,,,,,
1.4003517226326139,,-0.022626077436438217,,,,,,,,,,,,,,,,,2024,3,17,22,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,17.0,22.0,,,,,,,,
-0.5352650416050045,,-0.022093535662581303,,,,,,,,,,,,,,,,,2024,1,1,14,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,1.0,14.0,,,,,,,,
0.5733980815733496,,-0.02229745343989408,,,,,,,,,,,,,,,,,2024,1,10,22,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,10.0,22.0,,,,,,,,
-0.10815711710186812,,-0.02262302243177886,,,,,,,,,,,,,,,,,2024,4,5,21,,,,,,,,,,,,,,,,,2024.0,4.0,5.0,23.0,2024.0,4.0,5.0,21.0,,,,,,,,
-0.8351493290221004,,-0.022483636377497403,,,,,,,,,,,,,,,,,2024,4,6,14,,,,,,,,,,,,,,,,,2024.0,4.0,6.0,15.0,2024.0,4.0,6.0,14.0,,,,,,,,
-0.12633192239987392,,-0.022584822148420905,,,,,,,,,,,,,,,,,2024,4,9,21,,,,,,,,,,,,,,,,,2024.0,4.0,9.0,22.0,2024.0,4.0,9.0,21.0,,,,,,,,
-0.18085633829389136,,-0.022979059329265607,,,,,,,,,,,,,,,,,2024,4,11,20,,,,,,,,,,,,,,,,,2024.0,4.0,11.0,22.0,2024.0,4.0,11.0,21.0,,,,,,,,
0.019066519984172522,,-0.022619856881903655,,,,,,,,,,,,,,,,,2024,4,14,20,,,,,,,,,,,,,,,,,2024.0,4.0,14.0,22.0,2024.0,4.0,14.0,22.0,,,,,,,,
-0.3716917939229523,,-0.02262421819548318,,,,,,,,,,,,,,,,,2024,4,17,21,,,,,,,,,,,,,,,,,2024.0,4.0,17.0,22.0,2024.0,4.0,17.0,21.0,,,,,,,,
-0.2989925727309291,,-0.02262421819548318,,,,,,,,,,,,,,,,,2024,4,17,21,,,,,,,,,,,,,,,,,2024.0,4.0,17.0,22.0,2024.0,4.0,17.0,21.0,,,,,,,,
0.2826011968052567,,-0.022328718976362807,,,,,,,,,,,,,,,,,2024,4,26,21,,,,,,,,,,,,,,,,,2024.0,4.0,26.0,22.0,2024.0,4.0,26.0,21.0,,,,,,,,
2.2636549742878898,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,4,27,22,,,,,,,,,,,,,,,,,2024.0,4.0,28.0,0.0,2024.0,4.0,27.0,23.0,,,,,,,,
2.290917182234898,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,4,27,22,,,,,,,,,,,,,,,,,2024.0,4.0,28.0,0.0,2024.0,4.0,27.0,23.0,,,,,,,,
1.5548375676656632,,-0.02689082834882325,,,,,,,,,,,,,,,,,2024,5,4,22,,,,,,,,,,,,,,,,,2024.0,5.0,4.0,23.0,2024.0,5.0,4.0,22.0,,,,,,,,
-0.09906971445286522,,-0.022622451319745884,,,,,,,,,,,,,,,,,2024,5,24,21,,,,,,,,,,,,,,,,,2024.0,5.0,24.0,23.0,2024.0,5.0,24.0,21.0,,,,,,,,
0.10085314382519865,,-0.024543045619845924,,,,,,,,,,,,,,,,,2024,5,28,22,,,,,,,,,,,,,,,,,2024.0,5.0,28.0,23.0,2024.0,5.0,28.0,23.0,,,,,,,,
0.10085314382519865,,-0.024543045619845924,,,,,,,,,,,,,,,,,2024,5,28,22,,,,,,,,,,,,,,,,,2024.0,5.0,28.0,23.0,2024.0,5.0,28.0,23.0,,,,,,,,
-1.0441595899491671,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,21.0,2024.0,6.0,4.0,20.0,,,,,,,,
-1.0441595899491671,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,21.0,2024.0,6.0,4.0,20.0,,,,,,,,
-1.0441595899491671,,-0.022622668023322558,,,,,,,,,,,,,,,,,2024,6,4,19,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,21.0,2024.0,6.0,4.0,20.0,,,,,,,,
-0.962372966108141,,-0.022535951280088083,,,,,,,,,,,,,,,,,2024,6,21,14,,,,,,,,,,,,,,,,,2024.0,6.0,21.0,14.0,2024.0,6.0,21.0,14.0,,,,,,,,
1.4639635411756342,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,6,23,21,,,,,,,,,,,,,,,,,2024.0,6.0,23.0,23.0,2024.0,6.0,23.0,21.0,,,,,,,,
2.0637321160098256,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,6,23,22,,,,,,,,,,,,,,,,,2024.0,6.0,23.0,23.0,2024.0,6.0,23.0,23.0,,,,,,,,
-0.2717303647839204,,-0.02262292018363287,,,,,,,,,,,,,,,,,2024,7,9,20,,,,,,,,,,,,,,,,,2024.0,7.0,9.0,21.0,2024.0,7.0,9.0,20.0,,,,,,,,
0.5279610683283351,,-0.02232612111083037,,,,,,,,,,,,,,,,,2024,7,14,20,,,,,,,,,,,,,,,,,2024.0,7.0,14.0,22.0,2024.0,7.0,14.0,21.0,,,,,,,,
-0.44439101511497553,,-0.022327590707262226,,,,,,,,,,,,,,,,,2024,7,28,14,,,,,,,,,,,,,,,,,2024.0,7.0,28.0,15.0,2024.0,7.0,28.0,15.0,,,,,,,,
0.08267833852719285,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,8,6,22,,,,,,,,,,,,,,,,,2024.0,8.0,6.0,23.0,2024.0,8.0,6.0,22.0,,,,,,,,
-0.18085633829389136,,-0.022620064717619143,,,,,,,,,,,,,,,,,2024,8,18,15,,,,,,,,,,,,,,,,,2024.0,8.0,18.0,15.0,2024.0,8.0,18.0,15.0,,,,,,,,
0.11902794912320445,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,8,29,22,,,,,,,,,,,,,,,,,2024.0,8.0,29.0,23.0,2024.0,8.0,29.0,22.0,,,,,,,,
-1.162295824386205,,-0.022622743576676062,,,,,,,,,,,,,,,,,2024,9,3,14,,,,,,,,,,,,,,,,,2024.0,9.0,3.0,15.0,2024.0,9.0,3.0,14.0,,,,,,,,
0.009979117335169619,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,9,4,22,,,,,,,,,,,,,,,,,2024.0,9.0,5.0,0.0,2024.0,9.0,4.0,23.0,,,,,,,,
-0.0445452985588478,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,9,4,22,,,,,,,,,,,,,,,,,2024.0,9.0,5.0,0.0,2024.0,9.0,4.0,22.0,,,,,,,,
0.10085314382519865,,-0.022582097340661873,,,,,,,,,,,,,,,,,2024,9,5,21,,,,,,,,,,,,,,,,,2024.0,9.0,5.0,21.0,2024.0,9.0,5.0,21.0,,,,,,,,
-0.08089490915485942,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,2024.0,9.0,8.0,20.0,,,,,,,,
-0.08089490915485942,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,2024.0,9.0,8.0,20.0,,,,,,,,
-0.08089490915485942,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,2024.0,9.0,8.0,20.0,,,,,,,,
-0.08089490915485942,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,2024.0,9.0,8.0,20.0,,,,,,,,
-0.08089490915485942,,-0.02232800058251319,,,,,,,,,,,,,,,,,2024,9,8,19,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,2024.0,9.0,8.0,20.0,,,,,,,,
-0.15359413034688263,,-0.02262236599821085,,,,,,,,,,,,,,,,,2024,9,12,21,,,,,,,,,,,,,,,,,2024.0,9.0,12.0,23.0,2024.0,9.0,12.0,22.0,,,,,,,,
-0.6079642627970278,,-0.022622294678716754,,,,,,,,,,,,,,,,,2024,10,2,14,,,,,,,,,,,,,,,,,2024.0,10.0,2.0,15.0,2024.0,10.0,2.0,15.0,,,,,,,,
0.8732823689904454,,-0.02277070902774148,,,,,,,,,,,,,,,,,2024,10,11,22,,,,,,,,,,,,,,,,,2024.0,10.0,11.0,22.0,2024.0,10.0,11.0,22.0,,,,,,,,
-0.6261390680950336,,-0.022622980034340334,,,,,,,,,,,,,,,,,2024,1,19,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,19.0,21.0,,,,,,,,
1.1095548378645208,,-0.022619564060066596,,,,,,,,,,,,,,,,,2024,8,9,22,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,9.0,22.0,,,,,,,,
-0.39895400186996105,,-0.02463023037372261,,,,,,,,,,,,,,,,,2024,2,10,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,10.0,20.0,,,,,,,,
-1.2804320588232427,,-0.02262259200509777,,,,,,,,,,,,,,,,,2024,9,26,13,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,26.0,13.0,,,,,,,,
1.3185650987915878,,-0.022483419647440717,,,,,,,,,,,,,,,,,2024,1,26,22,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,26.0,22.0,,,,,,,,
1.0277682140234947,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,5,30,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,30.0,23.0,,,,,,,,
-1.33495647471726,,-0.030674691513616778,,,,,,,,,,,,,,,,,2024,2,21,13,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,21.0,13.0,,,,,,,,
1.0277682140234947,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,5,30,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,30.0,23.0,,,,,,,,
-0.45347841776397846,,-0.02258370987913092,,,,,,,,,,,,,,,,,2024,9,29,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,15.0,,,,,,,,
1.0277682140234947,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,5,30,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,30.0,23.0,,,,,,,,
0.537048470977338,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,1,16,23,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,16.0,23.0,,,,,,,,
0.07359093587818995,,-0.02262297239927073,,,,,,,,,,,,,,,,,2024,10,9,22,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,9.0,22.0,,,,,,,,
0.7642335372024106,,-0.02232884488881123,,,,,,,,,,,,,,,,,2024,1,21,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,21.0,20.0,,,,,,,,
-1.33495647471726,,-0.030674691513616778,,,,,,,,,,,,,,,,,2024,2,21,13,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,21.0,13.0,,,,,,,,
0.4734366524343177,,-0.022623422062208107,,,,,,,,,,,,,,,,,2024,5,11,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,11.0,21.0,,,,,,,,
-1.2986068641212485,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
-0.3898665992209581,,-0.02262085420735388,,,,,,,,,,,,,,,,,2024,7,5,21,,,,,,,,,,,,,,,,,,,,,2024.0,7.0,5.0,21.0,,,,,,,,
-1.2986068641212485,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
-0.15359413034688263,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,3,5,21,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,5.0,21.0,,,,,,,,
-0.44439101511497553,,-0.022583968732999362,,,,,,,,,,,,,,,,,2024,7,2,21,,,,,,,,,,,,,,,,,,,,,2024.0,7.0,2.0,21.0,,,,,,,,
1.291302890844579,,-0.02262454418794633,,,,,,,,,,,,,,,,,2024,6,6,22,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,6.0,23.0,,,,,,,,
-0.14450672769787973,,-0.022623991973813953,,,,,,,,,,,,,,,,,2024,5,9,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,9.0,21.0,,,,,,,,
0.6460973027653728,,-0.02232871839380258,,,,,,,,,,,,,,,,,2024,2,4,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,4.0,20.0,,,,,,,,
-1.1077714084921875,,-0.022619820930876496,,,,,,,,,,,,,,,,,2024,8,12,13,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,12.0,13.0,,,,,,,,
-1.2986068641212485,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
1.0277682140234947,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,5,30,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,30.0,23.0,,,,,,,,
-1.3076942667702514,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
-0.45347841776397846,,-0.02258370987913092,,,,,,,,,,,,,,,,,2024,9,29,14,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,15.0,,,,,,,,
0.3007760021032625,,-0.02262309700831421,,,,,,,,,,,,,,,,,2024,10,2,0,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,2.0,0.0,,,,,,,,
1.1095548378645208,,-0.022619564060066596,,,,,,,,,,,,,,,,,2024,8,9,22,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,9.0,23.0,,,,,,,,
0.9278067848844629,,-0.022188761427559336,,,,,,,,,,,,,,,,,2024,9,27,22,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,27.0,22.0,,,,,,,,
-1.3076942667702514,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
-0.6261390680950336,,-0.022622980034340334,,,,,,,,,,,,,,,,,2024,1,19,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,19.0,21.0,,,,,,,,
0.9732437981294774,,-0.022582408160079188,,,,,,,,,,,,,,,,,2024,6,2,21,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,2.0,21.0,,,,,,,,
-1.4076556959092832,,-0.022189029296400133,,,,,,,,,,,,,,,,,2024,1,25,12,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,25.0,13.0,,,,,,,,
-0.43530361246597266,,-0.02261952109183674,,,,,,,,,,,,,,,,,2024,5,18,14,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,18.0,15.0,,,,,,,,
-0.22629335153890587,,-0.02261952109183674,,,,,,,,,,,,,,,,,2024,5,18,15,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,18.0,15.0,,,,,,,,
-0.23538075418790877,,-0.02261952109183674,,,,,,,,,,,,,,,,,2024,5,18,15,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,18.0,15.0,,,,,,,,
-0.46256582041298133,,-0.022582915611225454,,,,,,,,,,,,,,,,,2024,2,17,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,17.0,20.0,,,,,,,,
-1.2986068641212485,,-0.026209724229164694,,,,,,,,,,,,,,,,,2024,3,1,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,1.0,13.0,,,,,,,,
1.0277682140234947,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,5,30,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,30.0,23.0,,,,,,,,
-1.325869072068257,,-0.022619820930876496,,,,,,,,,,,,,,,,,2024,8,12,13,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,12.0,13.0,,,,,,,,
-1.1804706296842107,,-0.023212240386499296,,,,,,,,,,,,,,,,,2024,7,21,13,,,,,,,,,,,,,,,,,,,,,2024.0,7.0,21.0,13.0,,,,,,,,
-0.4080414045189639,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,1,14,14,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,14.0,14.0,,,,,,,,
1.0459430193215007,,-0.022619807920364828,,,,,,,,,,,,,,,,,2024,2,9,22,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,9.0,22.0,,,,,,,,
-0.23538075418790877,,-0.02261952109183674,,,,,,,,,,,,,,,,,2024,5,18,15,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,18.0,15.0,,,,,,,,
-1.1804706296842107,,-0.030674691513616778,,,,,,,,,,,,,,,,,2024,2,21,14,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,21.0,14.0,,,,,,,,
-0.8533241343201062,,-0.022409559405195113,,,,,,,,,,,,,,,,,2024,5,6,20,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,6.0,20.0,,,,,,,,
2.781636925281055,,-0.051515769197235696,,,,,,,,,,,,,,,,,2024,2,18,23,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,18.0,23.0,,,,,,,,
-0.22629335153890587,,-0.02261952109183674,,,,,,,,,,,,,,,,,2024,5,18,15,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,18.0,15.0,,,,,,,,
0.7642335372024106,,-0.02232884488881123,,,,,,,,,,,,,,,,,2024,1,21,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,21.0,20.0,,,,,,,,
-0.44439101511497553,,-0.022583968732999362,,,,,,,,,,,,,,,,,2024,7,2,21,,,,,,,,,,,,,,,,,,,,,2024.0,7.0,2.0,21.0,,,,,,,,
-1.1804706296842107,,-0.030674691513616778,,,,,,,,,,,,,,,,,2024,2,21,14,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,21.0,14.0,,,,,,,,
-0.14450672769787973,,-0.022623991973813953,,,,,,,,,,,,,,,,,2024,5,9,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,9.0,21.0,,,,,,,,
-1.1077714084921875,,-0.022619820930876496,,,,,,,,,,,,,,,,,2024,8,12,13,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,12.0,13.0,,,,,,,,
-0.8533241343201062,,-0.022409559405195113,,,,,,,,,,,,,,,,,2024,5,6,20,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,6.0,20.0,,,,,,,,
-1.33495647471726,,-0.030674691513616778,,,,,,,,,,,,,,,,,2024,2,21,13,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,21.0,13.0,,,,,,,,
0.6460973027653728,,-0.02232871839380258,,,,,,,,,,,,,,,,,2024,2,4,20,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,4.0,20.0,,,,,,,,
1.291302890844579,,-0.02262454418794633,,,,,,,,,,,,,,,,,2024,6,6,22,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,6.0,23.0,,,,,,,,
