Date,Item_Name,Qty_,Timestamp,Raw_Material,Unit,Qty,converted_qty,Purchase_Unit,Consumption_Unit,Conversion_Qty
2023-08-07,Dal Tadka,1.0,2023-08-07 22:36:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-04,Dal Tadka,1.0,2023-10-04 23:37:30+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-24,Dal Tadka,1.0,2023-08-24 15:30:32+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-26,Dal Tadka,1.0,2024-05-26 13:58:03+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-05,Dal Tadka,1.0,2023-08-06 00:38:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-14,Dal Tadka,1.0,2023-10-14 19:20:07+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-05,Dal Tadka,1.0,2024-05-05 14:12:35+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-23,Dal Tadka,1.0,2023-07-23 21:16:11+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-23,Dal Tadka,1.0,2023-12-23 22:39:18+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-23,Dal Tadka,1.0,2023-11-23 15:16:23+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-21,Dal Tadka,1.0,2023-11-21 20:00:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-27,Dal Tadka,1.0,2024-04-27 23:26:04+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-16,Dal Tadka,1.0,2024-06-16 23:19:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-25,Dal Tadka,1.0,2023-11-25 14:15:24+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-18,Dal Tadka,1.0,2023-11-18 15:13:15+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-12,Dal Tadka,1.0,2024-05-12 15:54:03+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-24,Dal Tadka,2.0,2023-12-24 15:49:26+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-17,Dal Tadka,1.0,2024-01-18 00:57:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-05,Dal Tadka,1.0,2023-12-05 22:00:22+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-25,Dal Tadka,1.0,2023-10-25 23:31:36+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-16,Dal Tadka,1.0,2023-10-16 21:48:56+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-12,Dal Tadka,1.0,2023-12-12 21:21:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-04,Dal Tadka,3.0,2023-10-04 16:19:52+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-22,Dal Tadka,1.0,2023-08-22 22:58:37+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-22,Dal Tadka,1.0,2024-02-22 23:07:25+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-20,Dal Tadka,2.0,2024-01-21 00:03:17+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-24,Dal Tadka,1.0,2023-08-24 15:30:32+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-05,Dal Tadka,1.0,2024-04-05 22:22:36+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-09,Dal Tadka,2.0,2024-05-10 00:10:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-03,Dal Tadka,1.0,2024-03-03 22:09:27+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-18,Dal Tadka,1.0,2024-01-18 22:47:27+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-14,Dal Tadka,2.0,2023-07-15 00:13:14+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-03,Dal Tadka,1.0,2023-12-03 22:34:23+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-29,Dal Tadka,1.0,2023-07-30 00:34:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-04,Dal Tadka,2.0,2023-11-04 22:02:45+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-08,Dal Tadka,1.0,2024-02-08 12:56:32+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-27,Dal Tadka,1.0,2023-09-27 19:25:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-15,Dal Tadka,1.0,2023-07-15 22:00:14+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-15,Dal Tadka,2.0,2024-03-15 14:45:51+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-27,Dal Tadka,0.5,2024-04-27 16:05:41+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-29,Dal Tadka,1.0,2023-07-30 00:34:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-19,Dal Tadka,1.0,2023-10-19 13:44:44+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-16,Dal Tadka,1.0,2024-01-16 22:00:38+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-13,Dal Tadka,1.0,2024-01-13 23:35:50+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-05,Dal Tadka,1.0,2024-03-05 22:16:31+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-11,Dal Tadka,1.0,2023-12-11 15:08:06+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-31,Dal Tadka,1.0,2024-01-31 22:36:13+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-08,Dal Tadka,1.0,2023-08-08 23:14:30+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-30,Dal Tadka,1.0,2023-07-30 20:38:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-12,Dal Tadka,1.0,2024-04-12 23:05:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-07,Dal Tadka,1.0,2024-03-07 22:12:52+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-05,Dal Tadka,1.0,2023-07-05 22:08:07+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-23,Dal Tadka,1.0,2023-07-23 20:17:39+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-30,Dal Tadka,1.0,2024-01-30 22:59:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-04,Dal Tadka,1.0,2024-02-04 21:38:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-23,Dal Tadka,1.0,2023-07-23 22:42:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-11,Dal Tadka,1.0,2024-02-11 22:18:39+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-31,Dal Tadka,1.0,2023-10-31 21:30:44+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-09,Dal Tadka,1.0,2024-03-09 15:58:02+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-27,Dal Tadka,1.0,2023-12-27 14:12:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-07,Dal Tadka,2.0,2023-10-07 23:15:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-06,Dal Tadka,1.0,2023-10-06 20:31:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-23,Dal Tadka,1.0,2023-11-23 23:44:33+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-19,Dal Tadka,1.0,2023-08-19 14:51:27+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-02,Dal Tadka,1.0,2024-03-02 15:12:26+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-08,Dal Tadka,1.0,2024-05-08 23:19:02+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-17,Dal Tadka,2.0,2024-05-18 00:09:10+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-22,Dal Tadka,1.0,2023-12-22 20:44:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-11,Dal Tadka,1.0,2024-04-11 15:04:45+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-11,Dal Tadka,1.0,2024-03-11 22:39:07+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-30,Dal Tadka,1.0,2023-07-30 21:48:58+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-01,Dal Tadka,1.0,2023-12-01 21:57:25+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-17,Dal Tadka,1.0,2023-08-17 22:29:19+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-18,Dal Tadka,1.0,2024-01-18 23:48:17+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-15,Dal Tadka,1.0,2024-03-15 16:57:15+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-11,Dal Tadka,1.0,2024-05-11 21:07:11+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-10,Dal Tadka,1.0,2023-12-10 23:11:44+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-08,Dal Tadka,1.0,2023-10-08 14:42:06+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-03,Dal Tadka,1.0,2023-08-03 22:29:32+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-17,Dal Tadka,1.0,2023-12-17 20:56:33+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-28,Dal Tadka,1.0,2023-11-28 22:47:19+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-01,Dal Tadka,1.0,2024-04-01 22:41:04+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-17,Dal Tadka,1.0,2023-11-17 23:21:00+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-23,Dal Tadka,1.0,2023-09-23 14:45:10+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-23,Dal Tadka,1.0,2024-04-23 20:44:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-09,Dal Tadka,1.0,2023-12-09 21:48:31+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-23,Dal Tadka,1.0,2024-02-23 23:17:06+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-13,Dal Tadka,1.0,2023-11-13 22:20:06+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-22,Dal Tadka,1.0,2023-08-22 20:24:39+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-15,Dal Tadka,1.0,2023-08-15 23:28:18+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-10,Dal Tadka,1.0,2023-08-10 22:38:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-23,Dal Tadka,1.0,2023-08-23 22:57:02+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-22,Dal Tadka,2.5,2023-08-23 00:19:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-26,Dal Tadka,1.0,2023-08-26 22:25:04+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-05,Dal Tadka,1.0,2024-03-06 00:11:13+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-29,Dal Tadka,1.0,2023-10-29 15:03:56+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-30,Dal Tadka,1.0,2024-01-30 23:07:22+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-12,Dal Tadka,1.0,2023-08-12 22:09:34+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-17,Dal Tadka,1.0,2024-04-17 15:32:56+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-31,Dal Tadka,1.0,2024-03-31 23:49:34+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-18,Dal Tadka,1.0,2024-03-18 15:56:11+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-12,Dal Tadka,1.0,2023-12-12 21:21:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-05,Dal Tadka,1.0,2023-08-05 22:38:24+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-04,Dal Tadka,1.0,2023-08-04 22:58:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-06,Dal Tadka,1.0,2023-10-06 23:17:28+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-16,Dal Tadka,1.0,2023-10-17 00:41:52+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-17,Dal Tadka,1.0,2024-04-17 22:45:11+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-20,Dal Tadka,1.0,2023-07-20 22:24:49+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-01,Dal Tadka,1.0,2024-05-02 00:09:29+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-24,Dal Tadka,2.0,2023-11-24 22:43:03+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-04,Dal Tadka,1.0,2023-12-04 22:18:01+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-21,Dal Tadka,1.0,2023-10-21 23:52:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-28,Dal Tadka,1.0,2023-10-28 16:13:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-04,Dal Tadka,1.0,2023-07-04 14:03:58+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-12,Dal Tadka,1.0,2023-10-12 23:14:18+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-06,Dal Tadka,1.0,2024-06-06 22:25:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-29,Dal Tadka,1.0,2023-11-30 00:28:30+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-28,Dal Tadka,1.0,2024-01-28 23:55:02+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-08,Dal Tadka,1.0,2023-11-08 20:01:24+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-26,Dal Tadka,2.0,2023-08-27 00:35:11+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-20,Dal Tadka,1.0,2023-08-20 15:44:15+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-30,Dal Tadka,1.0,2023-08-30 21:58:55+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-05,Dal Tadka,1.0,2024-06-05 14:28:25+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-10,Dal Tadka,1.0,2024-02-10 20:59:51+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-16,Dal Tadka,1.0,2023-09-16 22:58:30+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-07,Dal Tadka,3.0,2024-01-08 00:22:17+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-23,Dal Tadka,1.0,2023-12-23 21:25:26+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-28,Dal Tadka,1.0,2023-08-28 20:24:51+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-26,Dal Tadka,1.0,2024-01-26 22:10:38+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-23,Dal Tadka,1.0,2024-02-23 14:54:51+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-03,Dal Tadka,1.0,2024-02-03 15:24:51+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-21,Dal Tadka,2.0,2024-04-22 00:35:35+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-04,Dal Tadka,1.0,2023-10-04 21:07:09+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-13,Dal Tadka,1.0,2023-07-13 22:24:37+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-24,Dal Tadka,1.0,2024-03-24 15:11:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-17,Dal Tadka,2.0,2023-09-17 12:34:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-15,Dal Tadka,1.0,2023-08-15 21:26:18+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-03,Dal Tadka,1.0,2023-11-03 23:18:19+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-14,Dal Tadka,1.0,2023-07-14 14:45:18+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-01,Dal Tadka,1.0,2024-03-01 21:33:27+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-30,Dal Tadka,1.0,2023-10-01 00:39:39+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-24,Dal Tadka,1.0,2023-09-24 21:04:24+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-12,Dal Tadka,1.0,2024-01-13 00:29:16+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-27,Dal Tadka,1.0,2024-05-28 00:28:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-24,Dal Tadka,1.0,2023-10-24 15:48:28+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-08,Dal Tadka,1.0,2024-02-08 14:37:32+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-29,Dal Tadka,1.0,2023-11-30 00:48:23+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-04,Dal Tadka,1.0,2023-08-04 14:44:40+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-04,Dal Tadka,1.0,2024-02-04 21:38:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-27,Dal Tadka,1.0,2023-08-27 22:57:08+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-30,Dal Tadka,1.0,2024-05-31 00:12:33+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-25,Dal Tadka,2.0,2024-03-26 00:24:50+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-10,Dal Tadka,1.0,2023-08-10 21:50:37+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-15,Dal Tadka,1.0,2024-02-15 21:53:52+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-26,Dal Tadka,1.0,2024-04-26 21:23:25+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-11,Dal Tadka,2.0,2024-05-11 22:36:16+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-28,Dal Tadka,1.0,2023-10-28 16:13:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-30,Dal Tadka,1.0,2023-07-30 14:19:06+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-24,Dal Tadka,1.0,2023-10-24 21:20:31+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-15,Dal Tadka,2.0,2023-08-15 15:21:00+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-31,Dal Tadka,1.0,2024-05-31 23:30:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-10,Dal Tadka,1.0,2024-03-10 15:43:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-21,Dal Tadka,2.0,2023-10-22 00:04:34+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-09,Dal Tadka,1.0,2023-08-09 19:09:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-26,Dal Tadka,1.0,2023-12-26 22:32:53+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-21,Dal Tadka,1.0,2024-05-22 00:39:41+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-08,Dal Tadka,1.0,2023-10-08 15:06:35+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-29,Dal Tadka,1.0,2023-10-29 19:17:44+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-19,Dal Tadka,1.0,2024-05-19 22:28:48+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-04,Dal Tadka,1.0,2024-06-04 14:03:29+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-28,Dal Tadka,1.0,2024-01-28 15:59:40+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-20,Dal Tadka,1.0,2024-04-21 00:10:23+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-20,Dal Tadka,1.0,2024-05-20 22:35:40+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-11,Dal Tadka,1.0,2023-10-11 21:24:36+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-08,Dal Tadka,1.0,2024-04-08 20:41:40+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-24,Dal Tadka,1.0,2024-03-24 14:40:46+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-31,Dal Tadka,1.0,2023-10-31 13:30:15+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-10,Dal Tadka,1.0,2023-12-10 22:45:54+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-09,Dal Tadka,1.0,2023-11-10 00:02:41+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-19,Dal Tadka,1.0,2023-08-19 20:40:56+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-19,Dal Tadka,1.0,2023-10-19 22:52:45+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-01,Dal Tadka,1.0,2024-03-01 23:43:44+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-14,Dal Tadka,1.0,2024-03-14 20:28:04+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-14,Dal Tadka,1.0,2024-05-14 22:58:09+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-21,Dal Tadka,1.0,2024-01-21 15:21:07+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-19,Dal Tadka,1.0,2023-07-19 23:35:58+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-30,Dal Tadka,1.0,2023-10-01 00:39:39+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-25,Dal Tadka,1.0,2023-12-26 00:29:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-06,Dal Tadka,1.0,2023-09-06 23:42:13+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-21,Dal Tadka,1.0,2024-05-21 14:40:50+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-07,Dal Tadka,1.0,2023-09-07 13:27:04+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-17,Dal Tadka,1.0,2023-09-17 14:25:02+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-07,Dal Tadka,1.0,2023-08-07 22:11:45+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-05,Dal Tadka,1.0,2023-08-05 22:17:55+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-18,Dal Tadka,1.0,2023-07-18 23:57:56+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-05,Dal Tadka,1.0,2023-12-05 11:51:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-14,Dal Tadka,1.0,2024-04-14 21:20:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-08,Dal Tadka,1.0,2023-11-08 23:03:53+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-29,Dal Tadka,1.0,2023-11-29 23:40:29+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-29,Dal Tadka,1.0,2024-05-29 23:12:12+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-10,Dal Tadka,1.0,2023-09-10 15:02:22+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-15,Dal Tadka,1.0,2023-07-15 20:51:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-14,Dal Tadka,1.0,2023-11-14 14:19:10+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-19,Dal Tadka,1.0,2023-11-19 11:50:24+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-17,Dal Tadka,0.5,2023-09-17 23:44:36+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-16,Dal Tadka,1.0,2024-06-16 23:19:43+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-17,Dal Tadka,1.0,2024-03-17 22:21:25+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-17,Dal Tadka,1.0,2023-12-17 23:14:59+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-07,Dal Tadka,1.0,2024-06-07 22:53:08+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-21,Dal Tadka,1.0,2023-08-21 14:34:29+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-17,Dal Tadka,1.0,2023-09-17 15:10:29+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-31,Dal Tadka,1.0,2023-12-31 15:40:05+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-28,Dal Tadka,1.0,2024-05-28 14:02:57+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-24,Dal Tadka,1.0,2023-11-24 22:35:08+00:00,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
