Date,Item_Name,Qty_,Timestamp,Category,Raw_Material,Unit,Qty,converted_qty,Purchase_Unit,Consumption_Unit,Conversion_Qty
2024-02-08,Dal Tadka,1.0,2024-02-08 21:55:14+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2023-12-15,Dal Tadka,10.0,2023-12-15 12:09:05+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2023-08-26,Dal Tadka,1.0,2023-08-26 22:25:04+00:00,Main Course Indian,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2023-09-26,Dal Tadka,1.0,2023-09-26 19:48:39+00:00,Main Course Indian,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-06-21,Dal Tadka,1.0,2024-06-21 22:10:54+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-04-17,Dal Tadka,1.0,2024-04-17 21:52:18+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-01-07,Dal Tadka,2.0,2024-01-07 22:38:49+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2023-07-14,Dal Tadka,2.0,2023-07-14 22:26:38+00:00,Main Course Indian,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2023-07-16,Dal Tadka,2.0,2023-07-16 16:40:47+00:00,Main Course Indian,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-10-08,Dal Tadka,1.0,2024-10-08 21:43:12+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-08-24,Dal Tadka,1.0,2024-08-24 21:43:26+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-08-29,Dal Tadka,1.0,2024-08-29 23:59:39+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-09-22,Dal Tadka,1.0,2024-09-22 20:21:38+00:00,INDIAN MAIN COURSE,Jeera Whole,GM,2.0,0.002,Kg,GM,1000
2024-03-02,Dal Tadka,1.0,2024-03-02 23:00:54+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-07,Dal Tadka,2.0,2023-10-07 23:15:49+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-06,Dal Tadka,1.0,2023-09-06 13:26:01+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-08,Dal Tadka,1.0,2023-10-08 21:13:30+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-10-09,Dal Tadka,1.0,2024-10-10 00:28:53+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-07,Dal Tadka,1.0,2024-01-07 19:52:00+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-29,Dal Tadka,1.0,2023-11-29 22:00:24+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-31,Dal Tadka,1.0,2024-01-31 21:57:41+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-11,Dal Tadka,2.0,2023-09-11 20:09:22+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-15,Dal Tadka,1.0,2023-08-15 23:28:18+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-13,Dal Tadka,1.0,2023-08-13 14:38:32+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-02,Dal Tadka,1.0,2024-05-03 00:10:43+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-20,Dal Tadka,1.0,2024-02-20 22:56:29+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-14,Dal Tadka,1.0,2024-02-15 00:22:53+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-27,Dal Tadka,1.0,2024-04-27 16:05:41+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-26,Dal Tadka,2.0,2023-12-27 00:02:08+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-12,Dal Tadka,1.0,2024-06-12 22:24:29+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-27,Dal Tadka,1.0,2023-08-27 22:57:08+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-08,Dal Tadka,1.0,2023-08-08 22:29:25+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-21,Dal Tadka,1.0,2023-07-22 00:07:26+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-20,Dal Tadka,1.0,2023-08-20 23:08:10+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-11,Dal Tadka,1.0,2024-04-12 00:46:08+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-16,Dal Tadka,1.0,2023-10-16 15:52:17+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-10,Dal Tadka,1.0,2024-01-10 23:37:39+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-01,Dal Tadka,1.0,2024-01-01 15:44:27+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-10,Dal Tadka,1.0,2024-05-10 15:17:02+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-09,Dal Tadka,1.0,2023-11-09 22:24:17+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-03,Dal Tadka,1.0,2023-09-03 22:58:35+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-25,Dal Tadka,1.0,2023-08-26 00:10:32+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-13,Dal Tadka,1.0,2023-09-13 16:07:48+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-09,Dal Tadka,1.0,2024-07-09 21:44:22+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-11,Dal Tadka,1.0,2024-03-11 14:22:27+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-16,Dal Tadka,1.0,2024-08-16 22:21:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-27,Dal Tadka,1.0,2024-06-27 23:02:33+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-10-13,Dal Tadka,1.0,2024-10-13 21:17:37+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-09,Dal Tadka,1.0,2024-08-09 20:27:33+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-06,Dal Tadka,2.0,2024-04-06 21:12:38+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-30,Dal Tadka,1.0,2023-12-30 22:57:29+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-09,Dal Tadka,1.0,2024-09-09 21:00:11+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-28,Dal Tadka,2.5,2023-07-29 00:05:00+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-09,Dal Tadka,1.0,2024-06-09 23:52:50+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-20,Dal Tadka,1.0,2024-01-21 00:45:47+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-13,Dal Tadka,1.0,2024-01-13 23:50:11+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-29,Dal Tadka,1.0,2024-04-29 21:55:15+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-28,Dal Tadka,1.0,2024-09-28 12:20:25+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-23,Dal Tadka,1.0,2023-08-23 14:34:19+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-11,Dal Tadka,1.0,2024-08-11 21:51:20+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-16,Dal Tadka,0.5,2024-03-16 16:00:15+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-05,Dal Tadka,1.0,2024-08-05 22:26:13+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-14,Dal Tadka,1.0,2023-07-14 22:11:32+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-23,Dal Tadka,2.0,2023-07-23 14:31:03+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-19,Dal Tadka,1.0,2024-06-19 21:49:54+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-04,Dal Tadka,1.0,2024-08-04 21:47:31+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-22,Dal Tadka,1.0,2024-03-22 23:25:23+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-09,Dal Tadka,1.0,2024-02-09 22:07:28+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-15,Dal Tadka,2.0,2023-07-15 23:23:52+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-06,Dal Tadka,1.0,2023-08-06 23:29:19+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-06,Dal Tadka,1.0,2023-12-06 14:53:36+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-10,Dal Tadka,1.0,2024-08-10 22:05:07+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-09,Dal Tadka,1.0,2023-12-09 22:03:11+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-05,Dal Tadka,1.0,2023-10-05 21:04:56+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-30,Dal Tadka,1.0,2024-01-30 23:07:22+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-28,Dal Tadka,1.0,2024-01-28 15:32:04+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-31,Dal Tadka,1.0,2024-08-31 22:10:50+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-17,Dal Tadka,1.0,2024-04-17 15:32:56+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-29,Dal Tadka,1.0,2024-09-29 22:06:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-27,Dal Tadka,1.0,2024-01-27 20:26:28+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-28,Dal Tadka,1.0,2024-01-28 20:58:19+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-10-11,Dal Tadka,1.0,2024-10-11 14:42:24+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-04,Dal Tadka,1.0,2024-05-04 14:45:48+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-16,Dal Tadka,0.5,2024-03-16 16:00:15+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-10,Dal Tadka,1.0,2023-09-10 14:11:22+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-14,Dal Tadka,1.0,2024-06-15 00:44:57+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-11,Dal Tadka,1.0,2024-02-11 22:18:39+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-23,Dal Tadka,1.0,2024-03-23 22:43:15+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-01,Dal Tadka,1.0,2023-12-01 14:21:16+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-27,Dal Tadka,1.0,2024-04-27 21:31:26+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-04,Dal Tadka,1.0,2024-07-04 19:55:47+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-25,Dal Tadka,1.0,2024-02-25 15:39:09+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-15,Dal Tadka,2.0,2024-03-15 22:19:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-06,Dal Tadka,1.0,2024-01-06 22:52:13+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-12,Dal Tadka,1.0,2024-05-12 15:04:54+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-09,Dal Tadka,0.5,2024-09-09 15:01:42+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-05,Dal Tadka,1.0,2024-06-05 23:08:34+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-01,Dal Tadka,1.0,2024-04-02 00:09:28+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-18,Dal Tadka,1.0,2024-06-18 15:37:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-05,Dal Tadka,1.0,2023-12-05 22:00:22+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-09,Dal Tadka,0.5,2023-11-09 15:30:43+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-05,Dal Tadka,1.0,2024-08-05 22:26:13+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-06,Dal Tadka,1.0,2023-07-06 20:53:33+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-07,Dal Tadka,1.0,2024-07-07 15:52:52+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-05,Dal Tadka,1.0,2023-10-05 21:59:37+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-20,Dal Tadka,1.0,2024-09-20 22:01:15+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-29,Dal Tadka,1.0,2023-12-29 15:33:26+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-04,Dal Tadka,1.0,2024-06-04 22:14:17+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-04,Dal Tadka,1.0,2024-08-04 20:13:54+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-18,Dal Tadka,2.0,2024-01-18 22:47:16+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-12,Dal Tadka,1.0,2023-09-12 23:20:16+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-02,Dal Tadka,1.0,2023-09-02 21:39:50+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-26,Dal Tadka,1.0,2023-08-26 22:09:18+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-20,Dal Tadka,1.0,2023-08-20 23:09:37+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-23,Dal Tadka,1.0,2024-08-23 22:36:10+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-12,Dal Tadka,1.0,2024-02-12 22:19:55+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-31,Dal Tadka,1.0,2024-08-31 22:11:57+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-21,Dal Tadka,1.0,2024-02-21 22:54:26+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-20,Dal Tadka,1.0,2023-10-20 22:27:01+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-06,Dal Tadka,1.0,2024-01-06 21:49:56+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-12,Dal Tadka,1.0,2024-03-12 22:49:35+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-28,Dal Tadka,2.0,2024-07-28 22:57:22+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-28,Dal Tadka,1.0,2024-07-28 23:44:11+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-15,Dal Tadka,1.0,2023-12-16 00:56:16+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-13,Dal Tadka,1.0,2024-07-14 00:53:08+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-17,Dal Tadka,1.0,2024-03-17 22:46:02+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-22,Dal Tadka,1.0,2024-08-22 22:15:55+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-10-09,Dal Tadka,2.0,2024-10-09 19:32:49+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-04,Dal Tadka,2.0,2024-05-05 00:52:07+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-03,Dal Tadka,1.0,2023-10-03 22:55:19+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-06,Dal Tadka,1.0,2023-10-06 20:31:54+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-05,Dal Tadka,1.0,2023-08-05 22:38:24+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-10,Dal Tadka,1.0,2024-03-10 15:10:55+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-17,Dal Tadka,1.0,2024-02-17 20:58:24+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-18,Dal Tadka,1.0,2024-04-18 21:30:08+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-01,Dal Tadka,1.0,2024-04-02 00:09:28+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-29,Dal Tadka,1.0,2023-10-29 14:09:34+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-08,Dal Tadka,1.0,2024-02-08 21:55:14+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-14,Dal Tadka,1.0,2024-01-14 15:35:24+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-01,Dal Tadka,1.0,2024-09-01 21:53:35+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-10-06,Dal Tadka,1.0,2023-10-06 23:04:25+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-18,Dal Tadka,1.0,2024-08-18 19:33:53+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-29,Dal Tadka,1.0,2024-02-29 15:34:00+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-02,Dal Tadka,1.0,2023-08-02 21:58:39+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-24,Dal Tadka,1.0,2024-02-24 22:43:12+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-31,Dal Tadka,1.0,2023-12-31 20:56:42+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-10,Dal Tadka,1.0,2024-03-10 22:56:44+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-18,Dal Tadka,1.0,2024-05-18 15:36:56+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-05-24,Dal Tadka,1.0,2024-05-24 23:45:23+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-18,Dal Tadka,1.0,2024-04-18 15:24:02+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-08,Dal Tadka,1.0,2023-08-08 23:14:30+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-28,Dal Tadka,1.0,2023-07-28 21:34:06+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-05,Dal Tadka,1.0,2024-08-05 15:45:52+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-10,Dal Tadka,1.0,2024-09-10 23:44:33+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-28,Dal Tadka,1.0,2024-07-28 22:30:56+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-02,Dal Tadka,1.0,2024-01-02 22:46:28+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-07-07,Dal Tadka,1.0,2023-07-07 22:27:13+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-09-05,Dal Tadka,1.0,2023-09-05 23:56:34+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-10,Dal Tadka,1.0,2023-11-10 14:41:17+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-02-25,Dal Tadka,1.0,2024-02-25 22:31:52+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-03,Dal Tadka,1.0,2023-12-03 15:12:38+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-08-25,Dal Tadka,1.0,2024-08-25 23:08:19+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-09,Dal Tadka,1.0,2023-11-09 22:24:17+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-21,Dal Tadka,1.0,2024-03-21 22:22:14+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-03-31,Dal Tadka,1.0,2024-03-31 19:51:16+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-09-29,Dal Tadka,2.0,2024-09-29 22:10:44+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-05,Dal Tadka,1.0,2023-08-05 15:39:53+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-12,Dal Tadka,1.0,2023-08-12 22:47:48+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-04,Dal Tadka,1.0,2023-08-05 00:24:38+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-20,Dal Tadka,1.0,2023-08-20 15:44:15+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-02,Dal Tadka,1.0,2024-07-02 21:58:13+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-06-04,Dal Tadka,1.0,2024-06-04 21:02:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-01-12,Dal Tadka,1.0,2024-01-13 00:01:46+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-09,Dal Tadka,1.0,2024-07-09 14:54:38+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-11-06,Dal Tadka,1.0,2023-11-06 22:52:49+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-12-17,Dal Tadka,2.0,2023-12-17 16:44:21+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-07-24,Dal Tadka,2.0,2024-07-24 23:07:59+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2024-04-05,Dal Tadka,2.0,2024-04-05 14:56:24+00:00,INDIAN MAIN COURSE,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
2023-08-30,Dal Tadka,1.0,2023-08-30 22:14:29+00:00,Main Course Indian,Peel Garlic,GM,10.0,0.01,Kg,GM,1000
