Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Total_Sales,Total_Discount,Percentage,Reason,Area,Table_No_,Items
Detail,2023-12-17 15:09:39+00:00,11417,Multiple,,3455.0,518.6,15.01013024602026,,Dine in,12,"FORTUNE RICE (VEG),FRESH LIME WATER,Lemon Ice Tea,Mushroom Galauti,PANEER CHILLY DRY,Sour & Pepper Soup (VEG)"
Detail,2023-07-02 14:32:14+00:00,1008,MK,,4635.0,1390.5,30.0,,Dine in,2,"BUTTER GARLIC NAAN,Bhindi Mirch Masala,Butter Paratha,Dal Tadka,MOONGDAL HALWA,Methi Paneer,PUDINA PARATHA,Roomali Roti,THAI CURRY GREEN (CHICKEN),Virgin Mojito"
Detail,2023-08-25 22:53:16+00:00,4330,Multiple,,3865.0,1159.5,30.0,,Dine in,3,"BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Chilly Crispy Patato,Diwani Handi,Lemon Fizz,Paneer Ke Shikanje,Stuffed Kulcha,TOMATO SOUP"
Detail,2023-10-28 00:16:29+00:00,2200,SM,,880.0,176.0,20.0,,Dine in,16,"BACARDI BREEZER,BLENDER'S PRIDE"
Detail,2024-03-31 21:58:34+00:00,17910,SK,,975.0,487.5,50.0,,Personal Dine In Room,PDR 4,"ROASTED MASALA PAPAD,Subzi Kurkure Kebab"
Detail,2023-07-07 23:02:22+00:00,1293,SK,,11395.0,2849.3000000000006,25.00482667836771,,Persanol Dine In Room,PDR 1,"APPLE PIE WITH HOT CUSTARD,BURNT GARLIC RICE (CHICKEN),BUTTER SCOTCH ICE CREAM,Chicken Pepper Chilly Garlic,FRUIT OVERLOAD ICE CREAM,GULAB JAMUN,Manchow Soup (CHICKEN),Pompfret (700 GMS),Soda,Tandoori Platter (NON-VEG),VANILLA ICE CREAM,Virgin Mojito"
Detail,2023-12-16 15:30:53+00:00,11332,MK,,6775.0,677.5,10.0,,Dine in,16,"BUTTER PUDINA PARATHA,Burnt Garlic Soup (CHICKEN),CARAMEL CUSTARD(EGG LESS),Coastal Rawas (Gassi),Coastal Rawas (Tawa Fry),Crispy Corn,Manchow Soup (VEG),Neer Dosa(4pc),Paneer Khurchan"
Detail,2023-08-03 15:11:30+00:00,2822,TD,,6420.0,642.0,10.0,,Dine in,20,"CREAM CARAMEL,Dingri Lasooni,KULFI RABDI FALOODA,Lemon Coriander (VEG),Manchow Soup (VEG),PANEER CHILLY DRY,Plain Curd,Stuffed Kulcha,Sweet Corn Soup (VEG)"
Detail,2024-03-23 22:14:41+00:00,5097,TD,,1785.0,535.5,30.0,,Dine in,6,"Sangria (INDIAN),TEACHER'S"
Detail,2024-02-21 14:33:36+00:00,15621,MK,,16975.0,1697.5,10.0,,Dine in,10,"CORIANDER NOODLES (VEG),Chicken Pepper Chilly Garlic,Coastal Rawas (Koliwada),Crispy Corn,Dim Sum (CHICKEN),Dim Sum (VEG),Dragon Roll (CHICKEN),Dragon Roll (VEG),Exotic Hot Pot Vegtable,Exotic Stir Fried Vegetable,FUTCHI RICE (CHICKEN),FUTCHI RICE (VEG),HAKKA NOODLES (PRAWNS),Manchow Soup (CHICKEN),Prawns Tom Yum Soup,Tom Yum Soup (VEG)"
Detail,2023-10-11 23:18:25+00:00,7088,Multiple,,3170.0,951.0,30.0,,Garden Table,G 4,"Chicken Kebabs (Patra Chicken),Manchow Soup (CHICKEN),Manchow Soup (VEG),Paneer Ke Shikanje,Red Bull"
Detail,2023-10-03 14:43:20+00:00,6565,SM,,425.0,127.5,30.0,,Dine in,B 1,APPLE PIE WITH HOT CUSTARD
Detail,2023-10-27 21:21:06+00:00,2192,Multiple,,1260.0,189.0,15.0,,Dine in,15,TEACHER'S
Detail,2023-07-30 15:36:17+00:00,700,Multiple,,930.0,93.0,10.0,,Dine in,30,BUDWEISER
Detail,2023-11-17 22:24:32+00:00,9485,SM,,2605.0,374.9,14.3915547024952,,Dine in,7,"Basmati Rice,Chilly Crispy Patato,Crispy Spinach Chicken,Papad Masala,Peach Iced Tea,Virgin Colada"
Detail,2023-08-10 15:19:15+00:00,3320,SM,,3180.0,954.0,30.0,,Dine in,21,"ANGOORI RABDI,BURNT GARLIC RICE (CHICKEN),Chicken Hunan,GULAB JAMUN,Stir Fried Chicken Chilly & Basil,THUMPS UP"
Detail,2023-11-12 22:28:32+00:00,2488,SK,,400.0,60.0,15.0,,Personal Dine In Room,PDR 3,HOUSEWINE-INDIAN ROSE
Detail,2024-01-09 20:13:48+00:00,3686,SM,,2625.0,525.0,20.0,,Dine in,4,"BLACK LABEL,Caprioska (GREY GOOSE)"
Detail,2023-12-02 15:48:10+00:00,10405,MK,,4030.0,1209.0,30.0,,Dine in,2,"Blue Sea,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (MUTTON),Mutton Kebabs (Gilafi Sheekh),Spice Guava,Stir Fried Chicken Chilly & Basil"
Detail,2024-03-15 22:58:32+00:00,17000,Multiple,,8140.0,2442.0,30.0,,Personal Dine In Room,PDR 4,"Amritsari Dal,BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,Burnt Garlic Soup (VEG),Chicken Kebabs (Chicken Angare),Crispy Corn,Dim Sum (CHICKEN),Lemon Coriander Soup (CHICKEN),Murg Tikka Nawabi,Mutton Kebabs (Gilafi Sheekh),TOMATO SOUP,Tom Kha Soup (CHICKEN)"
Detail,2024-09-14 00:10:10+00:00,9664,TD,,3420.0,1026.0,30.0,,Dine in,3,"Amritsari Dal,BROWNIE SUNDAE,BUTTER GARLIC NAAN,Butter Milk,CREAM CARAMEL,Dum Pukht Biryani (MUTTON),Murg Makhanwala"
Detail,2023-10-27 21:21:05+00:00,8072,Multiple,,5495.0,1648.5,30.0,,Dine in,15,"Crispy Spinach Paneer,Dim Sum (CHICKEN),FRIED RICE (Egg),Murg Makhanwala,Mushroom Galauti,Roast Lamb In Black Peper,WONTON (CHICKEN)"
Detail,2023-10-18 14:55:07+00:00,7469,MK,,3470.0,1041.0,30.0,,Dine in,5,"Chicken Kebabs (Patra Chicken),Manchow Soup (CHICKEN),Pompfret (500 GMS)"
Detail,2023-07-26 14:55:18+00:00,2382,TD,,15600.0,1560.0,10.0,,Dine in,10,"BURNT GARLIC RICE (VEG),Butter Milk,Exotic Hot Pot Vegtable,Exotic Stir Fried Vegetable,FRESH LIME SODA,Fruit Punch,HAKKA NOODLES (VEG),Lemon Coriander (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,Peach Iced Tea,ROASTED ALMOND KULFI,Spice Guava,Subzi Kurkure Kebab,VEG MANCHURIAN DRY,Virgin Mojito"
Detail,2024-03-15 23:21:41+00:00,4955,SM,,1650.0,495.0,30.0,,Garden Table,G 2,KINGFISHER
Detail,2024-02-08 22:36:56+00:00,4240,Multiple,,1320.0,396.0,30.0,,Dine in,30,KINGFISHER
Detail,2023-11-04 15:34:07+00:00,8565,SM,,7615.0,1142.3999999999999,15.001969796454365,,Dine in,30,"ALOO PARATHA,FRESH LIME SODA,HOT POT RICE (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,ROASTED MASALA PAPAD,Raita,Subzi Methi Ki Sheek"
Detail,2024-01-10 20:16:00+00:00,12994,Multiple,,795.0,79.5,10.0,,Dine in,1,PANEER CHILLY DRY
Detail,2023-08-11 00:29:07+00:00,918,Multiple,,1740.0,174.0,10.0,,Dine in,5,JAMESON
Detail,2023-11-23 15:10:11+00:00,9815,MK,,2185.0,218.5,10.0,,Dine in,2,"BUTTER GARLIC NAAN,Butter Kulcha,Dim Sum (VEG),Manchow Soup (VEG),Subzi Lahori"
Detail,2024-02-20 22:34:14+00:00,4482,TD,,2940.0,441.1,15.003401360544217,,Dine in,11,"CAOL ILA - 12 YEARS,HENDRICKS"
Detail,2024-01-27 21:48:09+00:00,14086,TD,,3470.0,1041.0,30.0,,Dine in,1,"BUTTER GARLIC NAAN,Brocoli,babycorn Mushroom Sizzle Chilly,DIET COKE,Manchow Soup (CHICKEN),Phalguni Sabzi,Stir Fried Chicken Chilly & Basil"
Detail,2024-02-23 22:51:02+00:00,15763,SK,,5705.0,1711.5,30.0,,Dine in,5,"Pompfret (500 GMS),Prawns (100 GMS),Tandoori Prawns  (100 Gms) (100 GMS),Tonic Water,Wonton & Noodle Soup (CHICKEN)"
Detail,2023-12-31 14:39:28+00:00,12278,MK,,8310.0,2493.0,30.0,,Garden Table,G 4,"Chicken Hunan,Chinese Rawas,Crispy Corn,Crispy Spinach Paneer,FRIED RICE (Egg),Juices Natural,Murg Makhanwala,PANEER CHILLY DRY,Stir Fried Chicken Chilly & Basil,Virgin Margarita,WONTON (CHICKEN)"
Detail,2023-10-25 14:43:05+00:00,7945,SK,,5005.0,751.2999999999998,15.010989010989007,,Dine in,30,"CARAMEL CUSTARD(EGG LESS),CLEAR SOUP (VEG),DIET COKE,FRESH LIME SODA,FUTCHI NOODLES (VEG),Manchow Soup (VEG),Mushroom Galauti,PANEER TIKKA,PUDINA PARATHA,Wonton & Noodle Soup (CHICKEN)"
Detail,2023-11-17 12:41:20+00:00,9449,TD,,2430.0,729.0,30.0,,Dine in,6,"Chicken Hunan,FUTCHI NOODLES (PRAWNS),MALAI KULFI,Spicy Crab Soup"
Detail,2024-03-18 15:02:27+00:00,17186,SM,,4965.0,496.5,10.0,,Dine in,14,"BURNT GARLIC NOODLES (VEG),Chilly Basil Mushroom,Ginger Bliss,HOT POT RICE (VEG),Lemon Coriander Soup (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,Sour & Pepper Soup (CHICKEN),Virgin Mojito"
Detail,2024-01-01 16:31:44+00:00,3517,TD,,1260.0,252.0,20.0,,Dine in,9,"CARLSBERG,KINGFISHER,KINGFISHER ULTRA"
Detail,2023-12-10 16:11:34+00:00,3040,TB,,465.0,93.0,20.0,,Dine in,3,KINGFISHER ULTRA
Detail,2023-10-19 22:20:32+00:00,7551,TB,,6965.0,2089.5,30.0,,Dine in,14,"ALOO GOBI,DAL PALAK KHICHDI,Dal Tadka,FRESH LIME SODA,French Fries,GAJAR HALWA,Jeera Rice,Juices Fresh,KUNG PAO PANEER,MILLENNIUM KULFI,Roti,Subzi Kurkure Kebab,Veg Sweet Corn Soup,Virgin Mojito"
Detail,2023-09-16 00:34:04+00:00,1506,MK,,5250.0,787.6999999999998,15.00380952380952,,Dine in,2,BALLANTINES
Detail,2023-09-18 22:58:56+00:00,1569,MK,,4260.0,639.0,15.0,,Dine in,15,"BALLANTINES,BLACK & WHITE"
Detail,2023-11-11 01:10:12+00:00,2449,Multiple,,3000.0,900.0,30.0,,Dine in,16,BALLANTINES
Detail,2024-01-25 15:41:58+00:00,3994,Multiple,,1050.0,105.0,10.0,,Dine in,20,Sangria (INDIAN)
Detail,2023-09-12 23:06:22+00:00,1462,TB,,9030.0,1354.5,15.0,,Dine in,5,BLACK LABEL
Detail,2023-09-01 00:18:10+00:00,1261,Multiple,,12255.0,1838.4999999999998,15.002039983680127,,Garden Table,G 2,BLACK LABEL
Detail,2024-02-14 22:14:52+00:00,4369,TB,,21175.0,10312.0,48.69893742621015,,PARTY,CRS 2,"BLENDER'S PRIDE,SMIRNOFF"
Detail,2024-03-13 22:41:14+00:00,4914,SK,,48375.0,16931.4,35.00031007751939,,Dine in,B 1,"BLACK LABEL,CHIVAS REGAL"
Detail,2024-01-08 00:06:23+00:00,3669,TB,,32250.0,16125.0,50.0,,Dine in,B 2,CHIVAS REGAL
Detail,2024-02-23 22:54:15+00:00,4541,TB,,24250.0,12125.0,50.0,,PARTY,CRS 1,"ABSOLUT,CHIVAS REGAL"
Detail,2023-10-03 14:36:36+00:00,6563,SM,,4910.0,1473.0,30.0,,Dine in,14,"Chicken Kebabs (Chicken Reshmi),DIET COKE,FUTCHI RICE (VEG),ONION KULCHA,Pompfret (600 GMS)"
Detail,2023-09-13 21:48:55+00:00,5477,SK,,2700.0,810.0,30.0,,Dine in,3,Pompfret (600 GMS)
Detail,2023-12-13 15:41:24+00:00,11151,TD,,7115.0,1067.5999999999997,15.004919184820798,,Dine in,20,"BUTTER GARLIC NAAN,Basil Garlic Cheesy Potato,Butter Naan,Butter Roti,Lemon Fizz,Paneer Lawabdar,Pompfret (700 GMS),Sea Food Dum Biryani,TIRAMISU"
Detail,2024-01-07 21:41:01+00:00,12844,SM,,4195.0,629.6999999999999,15.010727056019068,,Dine in,12,"Chicken Kebabs (Chicken Angare),Chilly Crispy Patato,FRESH LIME SODA,Malabari Paratha (1pc),Neer Dosa(4pc),Papad Masala,SINGLE TALL CAKE SUNDAE,Sweet Corn Soup (VEG),TOMATO SOUP,Tishing Hai Chicken"
Detail,2024-02-17 20:44:35+00:00,15380,SK,,1435.0,143.5,10.0,,Dine in,5,"Butter Roti,Manchow Soup (VEG),PANEER MAKHANWALA,Roti"
Detail,2024-02-29 15:34:00+00:00,16093,SM,,2915.0,291.5,10.0,,Dine in,3,"Dal Tadka,Diwani Handi,Jeera Rice,Manchow Soup (VEG),Roti"
Detail,2023-11-15 15:43:05+00:00,9356,TD,,2460.0,246.0,10.0,,Dine in,1,"BUTTER GARLIC NAAN,Manchow Soup (VEG),Methi Paneer,PANEER MAKHANWALA,Roti"
Detail,2023-10-06 00:14:52+00:00,6700,TB,,3250.0,975.1,30.00307692307692,,Personal Dine In Room,PDR 4,"Butter Paratha,Chilli Chicken,Hara Bhara Kabab,Paneer Ke Shikanje,Spice Guava,Subzi Lahori,Virgin Mojito"
Detail,2023-08-06 00:53:04+00:00,834,MK,,1840.0,184.0,10.0,,Dine in,30,"BLACK LABEL,ROYAL CHALLENGE"
Detail,2023-07-05 15:59:17+00:00,1172,SK,,1310.0,131.0,10.0,,Dine in,2,"Basmati Rice,Murgh -ka-salan,Papad Fried"
Detail,2023-08-23 22:57:03+00:00,1114,Multiple,,7875.0,3937.5,50.0,,Garden Table,G 2,BLACK & WHITE
Detail,2023-11-21 14:36:15+00:00,9688,Multiple,,6045.0,907.2999999999997,15.009098428453262,,Dine in,14,"BUTTER GARLIC NAAN,BUTTER GARLIC ROTI,Butter Naan,Butter Paratha,Dim Sum (VEG),FRUIT OVERLOAD ICE CREAM,Manchow Soup (VEG),Moong Dal Aur Methi Ki Subzi,Paneer Ke Shikanje,Peshawari Kofta,Phalguni Sabzi,Talumein Soup (VEG),Tom Yum Soup (VEG)"
Detail,2023-11-09 15:44:52+00:00,8864,SM,,4950.0,742.8999999999999,15.008080808080805,,Dine in,4,"Blue Sea,Crispy Corn,FUTCHI RICE (VEG),Paneer Kofta Hara Masala,Roti,Shirely Temple,Spice Guava,Spicy Chilly Garlic Chicken,Virgin Colada"
Detail,2023-08-07 23:42:21+00:00,875,MK,,990.0,495.0,50.0,,Personal Dine In Room,PDR 3,Mojito
Detail,2023-09-10 15:43:16+00:00,1415,SM,,1125.0,281.3,25.004444444444445,,Garden Table,G 2,"BUDWEISER,KINGFISHER"
Detail,2023-07-28 22:30:59+00:00,670,Multiple,,1125.0,281.3,25.004444444444445,,Personal Dine In Room,PDR 3,"KINGFISHER,KINGFISHER ULTRA"
Detail,2023-12-04 23:25:50+00:00,2916,SM,,1500.0,150.0,10.0,,Garden Table,G 5,AMRUT - AMALGAM
Detail,2023-08-20 14:56:05+00:00,3998,TD,,3700.0,1110.0,30.0,,Dine in,2,"Blue Sea,Chicken Hunan,Chicken Pepper Chilly Garlic,FRESH LIME SODA,HAKKA NOODLES (VEG),Subzi Kurkure Kebab"
Detail,2023-08-13 15:23:36+00:00,3551,Multiple,,6065.0,1819.5,30.0,,Dine in,15,"Chicken Pepper Chilly Garlic,Cottage Cheese With Three Peppers,Crispy Corn,FRIED RICE (Egg),Juices Natural,Murg Makhanwala,Pepper Blast Paneer,Virgin Margarita,WONTON (CHICKEN)"
Detail,2023-08-03 23:49:56+00:00,2858,SM,,2185.0,655.5,30.0,,Dine in,12,"Cheeese Naan,FUTCHI RICE (CHICKEN),Manchow Soup (CHICKEN),Stir Fried Chicken Chilly & Basil"
Detail,2024-03-19 21:33:11+00:00,17240,TD,,3175.0,952.5,30.0,,Personal Dine In Room,PDR 4,"ASSORTED COOKIES,CLEAR SOUP (CHICKEN),Manchow Soup (CHICKEN),Murgh -ka-salan,Rawas (Gassi),TEA"
Detail,2023-12-03 23:13:27+00:00,10557,TD,,5065.0,1519.5,30.0,,Garden Table,G 1,"Amritsari Dal,BUTTER GARLIC NAAN,Bhara Hua Aloo,Bhindi Mirch Masala,Butter Roomali Roti,KULFI RABDI FALOODA,MALAI KULFI,Paneer Khurchan,Papad Masala,ROASTED PAPAD,THUMPS UP"
Detail,2023-10-25 23:42:24+00:00,2160,SK,,865.0,129.8,15.005780346820812,,Dine in,5,"BUDWEISER,HOUSEWINE-INDIAN WHITE"
Detail,2023-12-08 23:40:09+00:00,2989,SK,,19115.0,3823.0,20.0,,Dine in,3,"GLENLIVET - 12 YEARS,GREY GOOSE"
Detail,2024-01-30 20:25:42+00:00,14275,TD,,1885.0,565.5,30.0,,Dine in,21,"Dim Sum (VEG),Lemon Coriander Soup (VEG),Mushroom Galauti"
Detail,2023-10-25 23:42:23+00:00,7989,SK,,1450.0,435.0,30.0,,Dine in,5,Chinese Rawas
Detail,2024-03-23 22:14:30+00:00,17461,TD,,3685.0,1105.5,30.0,,Dine in,6,"BUTTER SCOTCH ICE CREAM,Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,MALWANI BOMBIL FRY,Rawas (Tawa Fry),STRAWERRY ICE CREAM"
Detail,2023-07-19 21:36:38+00:00,543,SK,,930.0,93.0,10.0,,Dine in,20,BUDWEISER
Detail,2023-10-01 21:20:48+00:00,6451,TB,,1535.0,153.5,10.0,,Dine in,6,"Butter Naan,Manchow Soup (VEG),Neer Dosa(4pc),PANEER MAKHANWALA"
Detail,2023-09-04 21:28:07+00:00,4957,TD,,2645.0,264.5,10.0,,Dine in,2,"Hari Subzi Aur Makai Ki Sheek,MILLENNIUM KULFI,Paneer Ke Shikanje,Tom Yum Soup (VEG)"
Detail,2023-10-21 15:55:34+00:00,2073,TB,,330.0,33.0,10.0,,Dine in,4,KINGFISHER
Detail,2023-09-13 00:05:26+00:00,5451,Multiple,,1655.0,496.5,30.0,,Dine in,2,"ANGOORI RABDI,Green Pepper Crab Soup,MALWANI BOMBIL FRY"
Detail,2024-02-21 14:36:29+00:00,15622,MK,,765.0,76.5,10.0,,Dine in,9,CORIANDER NOODLES (VEG)
Detail,2024-03-31 21:58:37+00:00,5215,SK,,1860.0,930.0,50.0,,Personal Dine In Room,PDR 4,BUDWEISER
Detail,2024-02-29 23:55:20+00:00,4665,Multiple,,7875.0,2362.5,30.0,,Dine in,10,TEACHER'S
Detail,2024-03-17 22:21:28+00:00,5001,MK,,2085.0,417.0,20.0,,Dine in,30,"CARLSBERG,KINGFISHER STRONG"
Detail,2024-01-21 00:24:21+00:00,3918,UU,,3825.0,765.0,20.0,,Garden Table,G 4,"HEINEKEN,KINGFISHER STRONG,KINGFISHER ULTRA"
Detail,2023-11-14 00:28:42+00:00,2524,SK,,550.0,55.0,10.0,,Dine in,14,BACARDI WHITE
Detail,2024-02-11 23:21:31+00:00,4317,TB,,6875.0,3437.5,50.0,,PARTY,CRS 2,BLENDER'S PRIDE
Detail,2023-11-09 22:19:45+00:00,8885,Multiple,,550.0,187.0,34.0,,Dine in,B 1,CAKE HALF KG
Detail,2023-11-24 22:00:26+00:00,2710,SM,,45600.0,11400.0,25.0,,Garden Table,G 4,"GLENLIVET - 12 YEARS,GLENMORANGIE - 10 YEARS"
Detail,2023-11-21 23:27:27+00:00,2667,Multiple,,17250.0,5175.0,30.0,,Garden Table,G 1,SINGLETON
Detail,2024-03-07 23:49:10+00:00,4808,SM,,16125.0,4837.5,30.0,,Garden Table,G 5,CHIVAS REGAL
Detail,2023-09-21 23:05:03+00:00,1593,SK,,525.0,52.5,10.0,,Dine in,12,Old Fashioned (REGULAR)
Detail,2023-12-25 22:51:54+00:00,11946,MK,,1560.0,312.0,20.0,,Dine in,4,"FRIED RICE (CHICKEN),Stir Fried Chicken Chilly & Basil"
Detail,2023-12-14 14:48:23+00:00,11207,TD,,3150.0,630.0,20.0,,Dine in,12,"Cottage Cheese With Three Peppers,Exotic Stir Fried Vegetable,FRIED RICE (VEG),VEG MANCHURIAN DRY"
Detail,2023-12-03 22:29:11+00:00,2896,SM,,400.0,80.0,20.0,,Dine in,10,HOUSEWINE-INDIAN RED
Detail,2024-03-30 22:30:23+00:00,5200,MK,,330.0,49.5,15.0,,Dine in,5,KINGFISHER
Detail,2023-12-30 23:21:38+00:00,3471,MK,,1050.0,210.0,20.0,,Personal Dine In Room,PDR 3,Old Fashioned (REGULAR)
Detail,2024-03-08 15:21:00+00:00,4810,TD,,330.0,33.0,10.0,,Dine in,16,KINGFISHER
Detail,2023-12-09 22:15:19+00:00,3013,Multiple,,1620.0,162.0,10.0,,Garden Table,G 1,"HEINEKEN,KINGFISHER STRONG"
Detail,2023-09-24 15:52:50+00:00,1624,TD,,1395.0,279.0,20.0,,Dine in,20,BIRA 91
Detail,2023-12-13 15:37:27+00:00,3090,TD,,6290.0,629.0,10.0,,Dine in,16,"BUDWEISER,Jacob Creek Shiraz Cabernet,KINGFISHER ULTRA"
Detail,2023-12-17 14:18:41+00:00,11404,SK,,1925.0,577.5,30.0,,Dine in,21,"BURNT GARLIC NOODLES (CHICKEN),Chicken Clay Pot,Fruit Punch"
Detail,2023-12-13 00:22:51+00:00,11131,Multiple,,1525.0,457.5,30.0,,Dine in,2,"Lemon Coriander Soup (VEG),Manchow Soup (CHICKEN),Subzi Kurkure Kebab"
Detail,2024-03-09 22:51:30+00:00,4838,TB,,7875.0,1375.0,17.46031746031746,,PARTY,CRS 1,"AMRUT - AMALGAM,SMIRNOFF"
Detail,2023-10-25 14:50:56+00:00,7947,SK,,6205.0,620.5,10.0,,Dine in,15,"Butter Paratha,Chicken Kebabs (Murg Bemisal),Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,Manchow Soup (CHICKEN),Manchow Soup (VEG),Multani Murgh,Mushroom Galauti,Neer Dosa(4pc),Paneer Khurchan,Sour & Pepper Soup (CHICKEN)"
Detail,2024-02-11 01:39:43+00:00,4296,TB,,104000.0,52499.99999999999,50.48076923076922,,PARTY,CRS 1,"ABSOLUT,BLACK LABEL,J W Blonde"
Detail,2024-01-30 00:16:19+00:00,4086,Multiple,,2580.0,258.0,10.0,,Garden Table,G 5,BLACK LABEL
Detail,2023-10-11 23:18:26+00:00,1919,Multiple,,475.0,142.5,30.0,,Garden Table,G 4,Budweiser Magnum
Detail,2024-02-25 22:40:50+00:00,4583,Multiple,,660.0,132.0,20.0,,Dine in,15,KINGFISHER
Detail,2024-01-19 22:28:05+00:00,3878,TD,,330.0,66.0,20.0,,Dine in,15,KINGFISHER
Detail,2023-10-05 15:38:56+00:00,6661,SK,,25500.0,2830.5,11.1,,Dine in,9,1500
Detail,2023-11-08 14:26:56+00:00,2397,TD,,1455.0,145.5,10.0,,Dine in,3,"KINGFISHER ULTRA,Pina Colada"
Detail,2024-01-25 22:32:31+00:00,13937,Multiple,,4755.0,1426.5,30.0,,Dine in,15,"Chicken Kebabs (Chicken Angare),Dal Tadka,Roti,Subzi Ka Mela,Subzi Kurkure Kebab,Subzi Lahori,VEG PULAO"
Detail,2023-10-24 15:14:09+00:00,7850,SK,,1560.0,468.0,30.0,,Dine in,7,"FUTCHI RICE (VEG),Pepper Blast Paneer"
Detail,2024-01-10 20:15:59+00:00,3701,Multiple,,2380.0,238.0,10.0,,Dine in,1,CORONA
Detail,2023-12-17 15:09:38+00:00,3168,Multiple,,1190.0,178.6,15.008403361344538,,Dine in,12,HOEGAARDEN
Detail,2023-08-12 15:16:57+00:00,938,Multiple,,725.0,72.5,10.0,,Garden Table,G 2,Martini (ABSOLUT)
Detail,2023-11-05 14:56:33+00:00,2348,MK,,1250.0,375.0,30.0,,Dine in,16,Blue Lagoon (REGULAR)
Detail,2023-11-14 14:25:16+00:00,9250,Multiple,,1590.0,159.0,10.0,,Dine in,B 1,Chilly Crispy Patato
Detail,2024-01-02 23:46:53+00:00,3547,MK,,1250.0,375.0,30.0,,Dine in,16,"KETEL ONE,OLD MONK (DARK)"
Detail,2023-09-26 23:21:54+00:00,1662,TB,,2980.0,447.0,15.0,,Dine in,12,"AMRUT - AMALGAM,Caprioska (CIROC)"
Detail,2024-02-25 16:15:18+00:00,4576,SM,,465.0,93.0,20.0,,Dine in,2,KINGFISHER ULTRA
Detail,2024-03-08 00:32:19+00:00,16535,SK,,1590.0,318.0,20.0,,Dine in,6,"Chicken Pepper Chilly Garlic,Kolkata Biryani (CHICKEN)"
Detail,2024-01-21 23:48:46+00:00,13764,MK,,795.0,159.0,20.0,,Dine in,21,Kori Roti
Detail,2024-05-17 00:02:10+00:00,2692,SK,vijay (vijay shetty),13230.0,2646.0,20.0,,Dine in,20,"Amritsari Dal,BUTTER GARLIC NAAN,Bhara Hua Aloo,Burnt Garlic Soup (VEG),Butter Kulcha,Butter Paratha,Butter Roomali Roti,Butter Roti,Crispy Corn,Crispy Spinach Paneer,Exotic Hot Pot Vegtable,FRESH LIME SODA,FRIED RICE (VEG),FUTCHI RICE (VEG),Ginger Ale,MASALA CHAAS,Mushroom Galauti,PANEER TIKKA,Subzi Lahori,Virgin Mojito"
Detail,2024-10-03 00:21:29+00:00,10801,SK,vijay (vijay shetty),10610.0,3183.0,30.0,,Dine in,9,"CLEAR SOUP (VEG),Chicken Kebabs (Murg Rusali),Dingri Lasooni,FUTCHI RICE (CHICKEN),Mist Fantsy,PANEER MAKHANWALA,Peach Satin,Pompfret (500 GMS),Roti,Stir Fried Chicken Chilly & Basil,Virgin Mojito"
Detail,2024-05-26 00:54:18+00:00,3251,SK,vijay (vijay shetty),5325.0,799.0999999999998,15.00657276995305,,Dine in,11,"Butter Roti,Chicken Kebabs (Patra Chicken),DAL KHICHDI,Dal Tadka,Diwani Handi,Papad Masala,Roti,Sol Kadi,Subzi Kurkure Kebab"
Detail,2024-08-31 00:12:13+00:00,8871,SK,vijay (vijay shetty),5946.0,2973.0,50.0,,Dine in,15,"BROWNIE SUNDAE,BUTTER GARLIC NAAN,Bhara Hua Aloo,Butter Kulcha,Butter Roomali Roti,Butter Roti,HONEY NOODLES WITH VANILLA ICE CREAM,Neer Dosa(4pc),PANEER CHILLY DRY,Paneer Lawabdar,ROASTED MASALA PAPAD,ROASTED PAPAD,Tom Kha Soup (VEG),Tonic Water,Vegetable Gassi"
Detail,2024-10-13 00:42:33+00:00,11411,SK,vijay (vijay shetty),495.0,148.5,30.0,,Dine in,6,Manchow Soup (SEA FOOD)
Detail,2024-10-06 00:51:33+00:00,10968,SK,vijay (vijay shetty),1955.0,586.5,30.0,,Dine in,2,"Brocoli,Babycorn Mushroom Sizzle Chilly,Dum Pukht Biryani (VEG),Manchow Soup (VEG)"
Detail,2024-07-29 01:03:48+00:00,6894,TB,sachindra (sachindra),7045.0,2113.5,30.0,,PARTY,CRS 1,"COFFEE,DIET COKE,Ginger Ale,Juices Fresh,PEPSI,Red Bull,Soda,THUMPS UP,Tonic Water,Virgin Colada"
Detail,2024-07-28 02:13:23+00:00,6797,TB,sachindra (sachindra),8360.0,2508.0,30.0,,PARTY,CRS 1,"ASSORTED COOKIES,COFFEE,DIET COKE,Ginger Ale,Juices Fresh,Juices Natural,PEPSI,SEVEN UP,Soda,TEA,Tonic Water"
